mm,day,yyyy,HH_UTC,MM,umean1,umean,wind_dir,z0,ol,u_star,sigma_v,Zm_1,Zm_2
6,5,2009,2,0,1.95,2.75,225,0.50357,249.34,0.45431,0.37,2.83,5.66
8,9,2009,0,1,1.85,2.65,225,0.5598,311.24,0.46193,0.13,2.83,5.66
4,18,2009,2,1,0.35,1.1,226,4.69E+08,0.44557,0.0088987,0.48,2.83,5.66
6,14,2009,1,2,0.65,1.5,226,14834,0.90844,0.023473,0.56,2.83,5.66
8,10,2009,16,3,2.65,2.95,226,5.80E-52,0.9607,0.0080868,0.42,2.83,5.66
5,21,2009,21,1,1.65,2.3,226,6.50E-06,1.5282,0.027718,0.35,2.83,5.66
10,8,2009,20,0,2.3,2.8,226,0.00021145,8.5761,0.083727,0.7,2.83,5.66
3,15,2009,7,0,0.25,0.65,226,4.3424,9.6086,0.075724,0.24,2.83,5.66
4,22,2009,22,3,2.4,2.55,226,8.61E-05,13.663,0.083402,0.37,2.83,5.66
7,26,2009,20,2,2.45,2.9,226,0.010709,34.856,0.16792,0.4,2.83,5.66
8,4,2009,10,1,2.8,3.45,226,0.058445,46.178,0.26864,0.37,2.83,5.66
4,15,2009,22,5,2.45,3.5,226,0.41937,62.982,0.46323,0.66,2.83,5.66
5,22,2009,6,1,1,2,226,1.4275,88.876,0.47568,0,2.83,5.66
5,2,2009,23,1,1.4,2.6,226,1.2188,93.893,0.58018,0.08,2.83,5.66
6,2,2009,1,2,2.95,3.55,226,0.078518,138.59,0.33007,0.54,2.83,5.66
3,21,2009,17,5,1.3,1.9,226,0.57411,143.78,0.31836,0.55,2.83,5.66
8,7,2009,2,5,2.35,3.25,226,0.39528,144.77,0.46924,0.25,2.83,5.66
8,12,2009,3,1,0.6,1.4,227,1.66E+05,0.70978,0.017205,0.61,2.83,5.66
5,11,2009,21,0,1.4,2.6,227,1.14E+05,1.0785,0.062482,0.46,2.83,5.66
8,5,2009,9,3,3.3,4.2,227,2.23E-09,1.5285,0.041104,0.15,2.83,5.66
5,2,2009,19,3,1.65,2.2,227,3.69E-06,2.538,0.034923,0.56,2.83,5.66
6,18,2009,23,3,2.7,3.25,227,2.10E-08,3.0583,0.045051,0.16,2.83,5.66
10,11,2009,0,3,0.5,1.3,227,19.155,3.4134,0.067432,0.4,2.83,5.66
10,17,2009,22,4,0.55,1.55,227,6.6295,6.6085,0.14003,0.48,2.83,5.66
8,5,2009,14,0,3.35,4.2,227,0.0033229,9.3393,0.15958,0.21,2.83,5.66
6,4,2009,3,4,1.8,2.25,227,0.0015403,9.4878,0.080771,0.02,2.83,5.66
3,20,2009,21,2,2,2.9,227,0.16271,9.7269,0.17568,0.41,2.83,5.66
3,21,2009,21,3,1.8,2.35,227,0.013743,10.503,0.10732,0.09,2.83,5.66
7,27,2009,23,2,3.9,4.55,227,0.00011544,11.476,0.13791,0.61,2.83,5.66
5,8,2009,0,0,0.75,1.85,227,3.7697,11.497,0.24208,0.69,2.83,5.66
5,1,2009,1,5,0.5,1.35,227,3.0896,16.924,0.22541,0.03,2.83,5.66
6,13,2009,3,3,3.55,4.5,227,0.042577,19.243,0.28258,0.56,2.83,5.66
7,30,2009,13,2,5,5.8,227,0.0019871,23.752,0.25616,0.01,2.83,5.66
7,26,2009,18,2,3.7,4.5,227,0.048989,61.159,0.35424,0.5,2.83,5.66
4,8,2009,21,3,1.35,2.25,227,0.89875,62.452,0.39536,0.25,2.83,5.66
8,5,2009,5,1,2.65,3.6,227,0.308,94.268,0.45694,0.32,2.83,5.66
5,21,2009,19,2,1.25,2.15,227,1.0248,95.247,0.43379,0.66,2.83,5.66
7,31,2009,18,1,4.1,5,228,1.19E-17,1.0743,0.029503,0.03,2.83,5.66
9,14,2009,2,1,0.55,1.4,228,1248.8,1.2104,0.028275,0.48,2.83,5.66
3,21,2009,21,2,3.1,3.55,228,1.15E-24,1.7256,0.019515,0.08,2.83,5.66
8,4,2009,23,5,2.8,3.35,228,2.76E-15,1.9072,0.02667,0.13,2.83,5.66
5,5,2009,1,1,0.9,2.05,228,117.17,1.9978,0.067494,0.27,2.83,5.66
9,22,2009,0,5,0.35,1.1,228,5.7419,8.2638,0.12212,0.06,2.83,5.66
8,4,2009,4,3,1.55,2.15,228,0.043772,8.7888,0.10484,0.3,2.83,5.66
3,21,2009,18,1,2.1,2.75,228,0.040415,14.273,0.15795,0.55,2.83,5.66
3,27,2009,21,3,2.15,2.35,228,3.0325,19.891,0.59382,0.35,2.83,5.66
5,2,2009,20,5,0.8,1.95,228,2.7602,21.099,0.36089,0.1,2.83,5.66
3,21,2009,22,0,1.9,2.1,228,9.74E-06,21.131,0.058446,0.18,2.83,5.66
6,4,2009,0,0,4.6,4.9,228,0.13937,21.434,0.42425,0.49,2.83,5.66
8,16,2009,2,4,2.5,2.5,228,25.5,23.393,-1.1509,0.32,2.83,5.66
4,18,2009,2,2,1.25,2.1,228,0.76937,25.108,0.27039,0.42,2.83,5.66
8,3,2009,5,1,0.35,1.1,228,2.8021,26.745,0.24477,0.66,2.83,5.66
4,15,2009,0,3,0.95,2.3,228,2.5146,28.104,0.48567,0.66,2.83,5.66
7,31,2009,12,3,3.3,4,228,0.017913,31.042,0.24404,0.67,2.83,5.66
8,16,2009,0,2,1.55,1.75,228,0.002697,49.98,0.087959,0.36,2.83,5.66
5,11,2009,20,5,2.95,3.8,228,0.16038,55.657,0.3759,0.56,2.83,5.66
4,19,2009,5,4,0.2,0.65,228,2.3824,59.845,0.19565,0.09,2.83,5.66
8,5,2009,4,2,1.85,2.5,228,0.25993,64.941,0.29163,0.14,2.83,5.66
8,8,2009,15,5,4,5,228,0.12385,66.343,0.475,0.23,2.83,5.66
6,13,2009,2,5,2.7,3.35,228,0.09667,77.52,0.31248,0.05,2.83,5.66
8,4,2009,13,3,4,3.85,228,72.296,85.549,-0.59427,0.52,2.83,5.66
4,15,2009,0,1,0.9,1.75,228,1.3462,107.25,0.41838,0.05,2.83,5.66
5,9,2009,21,3,1.4,2.25,228,0.83665,128.86,0.43058,0.6,2.83,5.66
6,10,2009,18,0,3.1,3.75,228,0.10997,135.18,0.36648,0.54,2.83,5.66
6,23,2009,18,1,6.45,6,228,291.07,234.53,-0.59395,0.33,2.83,5.66
5,7,2009,3,2,1.05,2.3,229,2.56E+25,0.14856,0.0062903,0.25,2.83,5.66
4,8,2009,22,3,0.75,1.7,229,16484,0.9123,0.026933,0.19,2.83,5.66
6,4,2009,1,2,2.9,3.3,229,1.48E-25,1.7469,0.017673,0.64,2.83,5.66
2,26,2009,23,5,0.35,0.35,229,203.15,6.3651,-0.36536,0.06,2.83,5.66
8,5,2009,12,4,3.45,4.05,229,2.97E-05,8.945,0.10615,0.43,2.83,5.66
3,16,2009,0,1,0.55,1.55,229,4.6555,9.3071,0.17988,0.43,2.83,5.66
9,24,2009,21,2,2.5,3.05,229,0.0031966,14.488,0.13131,0.55,2.83,5.66
8,7,2009,8,5,2.7,3.7,229,0.21383,22.266,0.32304,0.1,2.83,5.66
7,28,2009,7,5,2.65,2.7,229,1.55E-07,31.997,0.062206,0.2,2.83,5.66
3,15,2009,7,2,0.3,0.3,229,6.3492,43.286,2.1297,0.32,2.83,5.66
9,24,2009,7,1,0.3,1.1,229,2.5956,49.958,0.33425,0.66,2.83,5.66
8,20,2009,1,5,1.3,1.95,229,0.59172,68.531,0.3035,0.01,2.83,5.66
5,2,2009,22,3,0.75,2.2,229,2.1143,130.02,0.736,0.45,2.83,5.66
7,7,2009,19,3,5.1,6.05,229,0.046176,158.44,0.49521,0.58,2.83,5.66
5,9,2009,1,2,0.65,1.6,230,1.43E+09,0.38556,0.010712,0.11,2.83,5.66
4,18,2009,1,5,0.6,1.6,230,1.99E+08,0.4278,0.011878,0.41,2.83,5.66
5,3,2009,23,5,1.3,1.7,230,1.15E-24,0.61058,0.0064925,0.54,2.83,5.66
8,1,2009,6,5,1.95,2.2,230,1.21E-70,0.61503,0.0042983,0.22,2.83,5.66
2,26,2009,0,2,1.75,2.75,230,4.47E-06,0.62478,0.017668,0.16,2.83,5.66
10,19,2009,0,2,0.55,1.45,230,3.66E+05,0.64773,0.016112,0.68,2.83,5.66
7,26,2009,23,2,1.65,2.1,230,1.29E-13,1.3428,0.015799,0.46,2.83,5.66
3,19,2009,20,5,0.45,0.45,230,4.21E+08,1.3534,-0.099883,0.23,2.83,5.66
8,10,2009,17,0,3.35,3.35,230,3.20E+11,3.1203,-0.076759,0.69,2.83,5.66
8,6,2009,11,1,6.15,6.65,230,6.14E-09,3.8491,0.097485,0.57,2.83,5.66
5,21,2009,18,5,2.3,2.85,230,0.00067217,6.6688,0.085205,0.58,2.83,5.66
5,7,2009,3,5,0.8,1.9,230,5.0907,8.0879,0.19643,0.69,2.83,5.66
6,8,2009,4,2,3.3,3.85,230,1.03E-05,8.6701,0.093992,0.41,2.83,5.66
8,6,2009,16,3,4.05,5,230,0.0018741,9.0982,0.17901,0.66,2.83,5.66
8,1,2009,5,4,2.05,2.65,230,0.0074653,9.243,0.10861,0.2,2.83,5.66
5,5,2009,0,1,0.55,1.4,230,4.3787,9.4521,0.16091,0.45,2.83,5.66
4,20,2009,1,2,1.3,2.25,230,0.71709,10.145,0.18023,0.2,2.83,5.66
4,27,2009,23,5,1.7,1.95,230,0.012496,10.979,0.091758,0.02,2.83,5.66
7,27,2009,0,3,2,2.8,230,0.21156,20.335,0.23742,0.43,2.83,5.66
8,4,2009,4,4,2.75,2.85,230,1.35E-16,21.417,0.029422,0.07,2.83,5.66
8,5,2009,0,4,2.75,2.8,230,4.42E-09,23.504,0.053107,0.28,2.83,5.66
5,21,2009,19,1,2.1,2.7,230,0.054627,24.108,0.18702,0.39,2.83,5.66
4,16,2009,2,0,1,2.45,230,2.555,26.58,0.505,0.23,2.83,5.66
6,3,2009,3,2,2.55,3.1,230,0.016028,27.827,0.1827,0.02,2.83,5.66
6,22,2009,4,4,1.9,2.35,230,0.033116,31.785,0.15822,0.38,2.83,5.66
8,7,2009,10,5,3.3,3.95,230,0.021747,38.96,0.25389,0.27,2.83,5.66
5,11,2009,2,1,1.35,1.5,230,0.00036979,41.351,0.059643,0.03,2.83,5.66
8,6,2009,9,5,2.9,3.7,230,0.1068,50.457,0.33117,0.53,2.83,5.66
9,8,2009,20,0,2.25,2.75,230,0.063303,64.071,0.23029,0.34,2.83,5.66
6,2,2009,22,0,2.65,3.25,230,0.068891,77.379,0.27878,0.02,2.83,5.66
6,4,2009,4,3,1.35,1.8,230,0.36555,86.599,0.25156,0.01,2.83,5.66
8,16,2009,3,2,2.4,3.45,230,0.59466,475.63,0.62912,0.38,2.83,5.66
7,29,2009,4,2,2.05,2.5,231,1.09E-33,0.69073,0.0083672,0.4,2.83,5.66
4,28,2009,22,4,0.3,1.15,231,1793.1,1.4529,0.031577,0.26,2.83,5.66
7,28,2009,6,1,2.85,3.2,231,3.80E-10,5.4735,0.045987,0.42,2.83,5.66
6,13,2009,2,0,4.45,4.45,231,4931.3,9.414,-0.38597,0.47,2.83,5.66
8,16,2009,1,3,2.05,2.6,231,0.0042406,10.409,0.10523,0.32,2.83,5.66
3,28,2009,22,4,0.55,1.5,231,3.7454,12.083,0.20532,0.25,2.83,5.66
6,4,2009,2,3,2.7,3.15,231,0.00025205,14.548,0.10666,0.16,2.83,5.66
9,11,2009,5,4,0.4,1.15,231,3.2211,16.572,0.19349,0.01,2.83,5.66
9,22,2009,0,1,1.2,1.35,231,7.18E-05,17.844,0.042444,0.52,2.83,5.66
5,21,2009,20,2,0.35,1.05,231,2.6985,27.818,0.23289,0.25,2.83,5.66
4,15,2009,2,3,0.45,1.35,231,2.6706,28.821,0.30405,0.21,2.83,5.66
6,19,2009,1,1,1.95,2.45,231,0.057514,35.789,0.18431,0.16,2.83,5.66
7,31,2009,15,3,2.7,3.1,231,0.0090806,60.069,0.1857,0.6,2.83,5.66
8,3,2009,1,1,2.2,3.05,231,0.33562,70.199,0.38416,0.01,2.83,5.66
7,28,2009,0,1,1.45,2.25,231,0.68829,79.332,0.37261,0.31,2.83,5.66
10,7,2009,5,2,1.85,1.95,231,3.03E-07,81.152,0.046698,0.53,2.83,5.66
3,28,2009,1,3,0.4,1.35,231,2.1816,199.82,0.51036,0.07,2.83,5.66
8,21,2009,6,1,2.05,2.2,232,4.00E-67,0.73789,0.0047787,0.09,2.83,5.66
4,22,2009,23,0,1.05,1.7,232,0.048474,1.549,0.028068,0.54,2.83,5.66
6,3,2009,0,4,3.9,4.4,232,7.86E-25,1.8799,0.024453,0.34,2.83,5.66
6,21,2009,21,3,4,4.15,232,1.64E-09,2.5499,0.053307,0.15,2.83,5.66
3,28,2009,23,1,0.45,1.25,232,10.07,4.8765,0.088479,0.02,2.83,5.66
4,22,2009,22,4,1.95,2.15,232,1.12E-13,5.1908,0.023731,0.27,2.83,5.66
5,3,2009,4,3,0.4,1.15,232,7.9119,5.8551,0.095164,0.17,2.83,5.66
8,6,2009,3,5,1.95,2.4,232,0.0024427,6.6973,0.085378,0.68,2.83,5.66
8,12,2009,2,3,0.75,0.85,232,6.17E-05,17.468,0.02642,0.09,2.83,5.66
6,3,2009,3,0,1.9,2.6,232,0.15622,22.41,0.21374,0.49,2.83,5.66
8,2,2009,15,0,4.1,5.15,232,0.08188,37.935,0.41572,0.56,2.83,5.66
4,29,2009,21,5,2.85,2.75,232,111.28,39.9,-0.40387,0.43,2.83,5.66
8,4,2009,2,1,1.7,2.25,232,0.17657,47.679,0.22716,0.5,2.83,5.66
5,20,2009,23,1,4.8,5.2,232,6.17E-05,53.026,0.17915,0.57,2.83,5.66
7,27,2009,23,5,2.6,3.4,232,0.17829,63.29,0.35745,0.63,2.83,5.66
2,13,2009,16,4,1.95,2.65,232,0.30356,86.223,0.33098,0.38,2.83,5.66
5,3,2009,0,3,0.3,1.1,232,2.3583,100.88,0.3958,0.32,2.83,5.66
8,7,2009,13,1,2.35,3.05,232,0.24002,198.91,0.3824,0.57,2.83,5.66
5,3,2009,1,2,0.35,1.25,232,2.2003,276.99,0.50101,0.21,2.83,5.66
5,11,2009,3,4,0.5,0.95,232,2.9279,621.21,1.1338,0.42,2.83,5.66
7,26,2009,19,2,2.25,3.2,232,0.59123,1805.7,0.59643,0.16,2.83,5.66
3,18,2009,22,1,0.45,1.35,233,7.58E+09,0.37783,0.009135,0.58,2.83,5.66
9,25,2009,5,5,1.05,1.45,233,2.55E-08,1.4648,0.014924,0.06,2.83,5.66
6,12,2009,4,1,3.25,3.65,233,1.75E-21,2.2901,0.023709,0.63,2.83,5.66
3,20,2009,20,5,2.95,2.85,233,5.64E+19,2.9338,-0.032144,0.33,2.83,5.66
10,19,2009,0,1,0.6,1.6,233,23.999,3.1311,0.077264,0.35,2.83,5.66
4,20,2009,0,4,1.55,2.35,233,0.017492,3.247,0.062819,0.5,2.83,5.66
7,28,2009,14,3,6.8,7.55,233,1.33E-12,4.1536,0.08475,0.65,2.83,5.66
4,25,2009,5,4,2.2,2.95,233,0.0011943,4.8423,0.083468,0.21,2.83,5.66
3,20,2009,20,4,1.9,2.3,233,1.01E-05,5.7646,0.05165,0.12,2.83,5.66
8,8,2009,14,5,4.25,5,233,1.11E-05,6.4799,0.11421,0.36,2.83,5.66
5,8,2009,0,3,0.35,1.15,233,4.9943,10.007,0.14899,0.64,2.83,5.66
8,11,2009,16,5,2.6,3.3,233,0.0056435,10.36,0.13642,0.05,2.83,5.66
7,26,2009,21,4,2.85,2.75,233,3.92E+25,11.625,-0.020671,0.42,2.83,5.66
4,18,2009,2,5,1.9,3.05,233,0.61126,16.472,0.30277,0.54,2.83,5.66
4,16,2009,5,1,1.05,2.1,233,1.6998,17.463,0.2868,0.42,2.83,5.66
5,7,2009,22,5,2.7,3.5,233,0.11194,39.085,0.30457,0.23,2.83,5.66
4,18,2009,2,0,0.8,2.15,233,2.297,45.749,0.55195,0.62,2.83,5.66
8,4,2009,4,1,2,2.55,233,0.1034,48.043,0.22771,0.62,2.83,5.66
3,21,2009,21,1,1.65,2.75,233,0.90359,65.761,0.48955,0.5,2.83,5.66
8,5,2009,14,1,3.9,6,233,0.77066,1415.6,1.2243,0.21,2.83,5.66
2,6,2009,20,4,0.5,0.5,234,8.67E+18,0.59214,-0.048555,0.34,2.83,5.66
8,1,2009,12,0,2.65,3.4,234,1.43E-17,0.77405,0.017298,0.32,2.83,5.66
10,19,2009,23,0,0.75,1.9,234,611.61,1.3601,0.04283,0.11,2.83,5.66
7,4,2009,18,4,1.4,1.8,234,5.62E-13,1.3671,0.014059,0.46,2.83,5.66
2,24,2009,0,3,1.1,1.9,234,0.039861,1.697,0.034243,0.19,2.83,5.66
2,4,2009,8,3,0.95,1.35,234,0.00033987,2.8019,0.027023,0.4,2.83,5.66
4,20,2009,19,0,2.65,3.25,234,0.00012155,5.4552,0.081001,0.44,2.83,5.66
2,24,2009,21,4,1.2,1.8,234,0.06919,6.0949,0.077991,0.3,2.83,5.66
8,6,2009,12,0,5,5.45,234,2.43E-05,6.1252,0.13217,0.13,2.83,5.66
8,7,2009,11,5,1.3,1.55,234,8.45E-05,9.2679,0.044244,0.18,2.83,5.66
5,2,2009,20,2,0.7,1.8,234,3.5998,10.052,0.20837,0.59,2.83,5.66
4,16,2009,0,2,1.5,2.55,234,0.9626,15.972,0.27946,0.53,2.83,5.66
5,8,2009,23,1,0.55,1.45,234,2.9248,18.778,0.25476,0.54,2.83,5.66
3,28,2009,22,2,0.6,1.55,234,2.8601,19.557,0.27717,0.45,2.83,5.66
6,3,2009,6,0,0.35,1.05,234,2.9848,20.814,0.203,0.23,2.83,5.66
4,14,2009,20,3,0.5,1.55,234,2.8094,25.904,0.33783,0.13,2.83,5.66
5,8,2009,23,3,0.6,1.65,234,2.5583,29.067,0.36089,0.43,2.83,5.66
4,15,2009,0,0,2,2.9,234,0.36152,30.813,0.31562,0.34,2.83,5.66
6,12,2009,4,5,5.55,6.55,234,0.015331,31.315,0.38774,0.06,2.83,5.66
5,3,2009,22,0,0.65,1.7,234,2.4115,34.455,0.3927,0.59,2.83,5.66
7,29,2009,15,0,4.65,5.55,234,0.028616,39.511,0.37313,0.48,2.83,5.66
7,28,2009,10,0,3.8,4.9,234,0.19224,54.521,0.50511,0.61,2.83,5.66
5,4,2009,23,1,0.55,1.5,234,2.2207,58.826,0.41618,0.43,2.83,5.66
10,9,2009,5,3,1.5,2.15,234,0.47268,81.621,0.31606,0.41,2.83,5.66
5,10,2009,20,2,2.6,4.2,234,0.96138,83.016,0.79273,0.06,2.83,5.66
6,4,2009,2,4,1.9,2.8,234,0.58326,149.19,0.4661,0.37,2.83,5.66
4,14,2009,1,4,0.45,1.5,235,4.27E+11,0.34238,0.0095891,0.13,2.83,5.66
3,3,2009,3,0,0.4,1.4,235,4.78E+09,0.42762,0.011367,0.25,2.83,5.66
8,1,2009,23,4,2.1,2.55,235,1.82E-19,1.3449,0.015459,0.26,2.83,5.66
7,26,2009,21,2,2.4,2.7,235,1.25E-24,2.0706,0.015545,0.55,2.83,5.66
5,9,2009,23,0,1.9,2.35,235,7.60E-11,2.2584,0.024978,0.06,2.83,5.66
4,15,2009,23,0,0.75,1.8,235,39.709,2.6132,0.074167,0.51,2.83,5.66
4,28,2009,0,1,2.5,3.35,235,6.39E-05,3.0247,0.063386,0.17,2.83,5.66
8,20,2009,20,0,2.9,3.3,235,1.64E-14,3.3473,0.031695,0.55,2.83,5.66
3,21,2009,18,2,1.35,1.85,235,0.00049196,3.6353,0.042537,0.56,2.83,5.66
5,7,2009,5,2,1.75,1.95,235,3.49E-12,4.4077,0.022736,0.47,2.83,5.66
5,2,2009,20,3,2.35,2.85,235,4.31E-06,5.3931,0.059002,0.28,2.83,5.66
4,27,2009,3,1,0.9,2.2,235,8.0619,5.4593,0.16829,0.11,2.83,5.66
3,20,2009,23,0,1.25,1.8,235,0.032029,6.4791,0.074586,0.1,2.83,5.66
4,23,2009,23,2,0.05,1,235,8.8042,12.105,0.24006,0.47,2.83,5.66
4,20,2009,1,4,1.4,2.45,235,0.95553,17.195,0.27934,0.46,2.83,5.66
9,25,2009,3,2,2.55,3.25,235,0.027659,18.459,0.1906,0.42,2.83,5.66
8,5,2009,14,5,1.45,2,235,0.14039,20.736,0.15881,0.27,2.83,5.66
3,15,2009,23,3,1.4,2.1,235,0.36633,22.765,0.21207,0.16,2.83,5.66
8,12,2009,3,3,0.85,1.9,235,2.0565,25.853,0.34867,0.53,2.83,5.66
4,8,2009,21,4,0.75,1.95,235,2.2821,45.054,0.49394,0.45,2.83,5.66
4,8,2009,18,4,0.6,1.35,235,1.9257,59.553,0.3408,0.26,2.83,5.66
6,14,2009,2,4,1.65,2.4,235,0.52646,96.73,0.37342,0.15,2.83,5.66
5,2,2009,20,0,0.5,1.4,236,1.23E+12,0.2957,0.0072946,0.57,2.83,5.66
6,3,2009,1,3,2.65,2.6,236,2.08E+116,1.1006,-0.0043467,0.66,2.83,5.66
2,4,2009,22,1,0.55,0.55,236,2.69E+08,1.3871,-0.12512,0.32,2.83,5.66
5,9,2009,7,1,0.55,1.35,236,134.63,1.8506,0.040583,0.47,2.83,5.66
6,3,2009,0,0,3.4,4.05,236,1.65E-12,2.3705,0.039546,0.53,2.83,5.66
5,5,2009,0,0,0.45,1.2,236,4.6228,9.0294,0.13446,0.57,2.83,5.66
3,28,2009,4,0,0.05,0.65,236,10.478,10.02,0.13009,0.29,2.83,5.66
10,22,2009,4,1,2.15,2.5,236,0.00012246,10.674,0.07496,0.36,2.83,5.66
3,20,2009,21,5,1.7,1.75,236,0.00037057,18.164,0.065933,0.43,2.83,5.66
5,9,2009,0,3,0.65,1.75,236,2.813,21.103,0.32813,0.65,2.83,5.66
8,4,2009,4,0,2.1,2.6,236,0.021152,24.089,0.15623,0.08,2.83,5.66
4,24,2009,1,1,1.1,2.3,236,1.7504,24.121,0.38094,0.03,2.83,5.66
5,2,2009,21,5,1.75,2.4,236,0.18425,27.166,0.21524,0.43,2.83,5.66
4,8,2009,22,5,1.5,2.55,236,0.9313,31.447,0.37282,0.18,2.83,5.66
5,8,2009,21,1,2.65,3.3,236,0.044403,33.058,0.23362,0.39,2.83,5.66
6,22,2009,2,3,1.45,1.9,236,0.19182,65.047,0.20523,0.1,2.83,5.66
9,11,2009,2,4,2.9,3.45,236,0.030925,69.466,0.25239,0.22,2.83,5.66
10,19,2009,22,3,2.15,2.5,236,0.019124,102.96,0.17176,0.54,2.83,5.66
8,7,2009,14,5,3.75,5.3,236,0.50343,449.24,0.87486,0.55,2.83,5.66
4,8,2009,22,1,1.95,2.65,237,2.97E-06,1.8824,0.035059,0.48,2.83,5.66
4,15,2009,0,2,0.65,1.55,237,56.01,2.3548,0.058278,0.02,2.83,5.66
3,15,2009,19,5,1.45,2.05,237,0.00022554,2.6085,0.039405,0.09,2.83,5.66
5,21,2009,19,5,0.9,2.1,237,9.4894,5.0156,0.15152,0.46,2.83,5.66
4,29,2009,20,4,2.35,3.05,237,0.0034637,7.8855,0.11058,0.68,2.83,5.66
3,28,2009,21,1,0.4,1.1,237,5.1401,8.2024,0.11591,0.03,2.83,5.66
4,27,2009,3,3,1.45,2.45,237,0.56049,8.3372,0.16639,0.14,2.83,5.66
4,15,2009,2,1,0.5,1.3,237,4.6956,8.77,0.14212,0.22,2.83,5.66
7,25,2009,22,3,1.6,2.15,237,0.018476,8.881,0.095608,0.36,2.83,5.66
7,27,2009,17,3,3.5,3.65,237,0.38352,10.359,0.30917,0.13,2.83,5.66
9,18,2009,2,3,1.45,2.1,237,0.10824,10.748,0.12767,0.55,2.83,5.66
6,8,2009,3,4,4.5,4.35,237,4.65E+05,16.801,-0.17291,0.61,2.83,5.66
3,15,2009,23,4,0.65,1.7,237,2.8288,20.276,0.31035,0.44,2.83,5.66
6,3,2009,1,1,2.3,2.9,237,0.056149,31.894,0.21604,0.49,2.83,5.66
4,7,2009,23,2,1.95,2.95,237,0.60949,78.684,0.46435,0.53,2.83,5.66
4,15,2009,9,0,0.55,1.5,237,2.0886,107.66,0.47316,0.42,2.83,5.66
3,27,2009,0,2,1.25,2.3,237,1.2004,111.66,0.52245,0.03,2.83,5.66
8,5,2009,13,1,3.25,4.8,237,0.63977,298.36,0.85812,0.38,2.83,5.66
4,8,2009,4,2,1.15,1.5,238,1.79E-21,0.73759,0.0067662,0.4,2.83,5.66
6,2,2009,4,3,1.05,1.3,238,1.37E-22,0.92776,0.0063995,0.66,2.83,5.66
4,28,2009,23,3,3.1,4,238,1.56E-15,1.0555,0.025156,0.41,2.83,5.66
4,22,2009,22,5,1.15,2.6,238,37.751,2.7753,0.11532,0.36,2.83,5.66
4,29,2009,23,5,1.05,2,238,2.6174,3.4766,0.084271,0.59,2.83,5.66
4,8,2009,22,4,0.5,1.3,238,4.1149,10.286,0.15861,0.67,2.83,5.66
4,9,2009,0,5,0.45,1.25,238,4.2127,10.395,0.15581,0.46,2.83,5.66
5,2,2009,20,4,2.75,3.45,238,0.0056772,12.356,0.15048,0.69,2.83,5.66
4,18,2009,1,2,1.8,2.8,238,0.42521,17.253,0.26239,0.38,2.83,5.66
4,9,2009,0,4,0.65,1.7,238,2.8112,20.607,0.31291,0.28,2.83,5.66
4,14,2009,22,0,1.05,2.45,238,2.7982,20.756,0.45202,0.31,2.83,5.66
6,4,2009,3,2,1.95,2.45,238,0.069162,38.542,0.19637,0.59,2.83,5.66
8,5,2009,1,5,1.9,3.2,238,0.99063,49.81,0.54985,0.34,2.83,5.66
4,4,2009,0,3,0.85,0.85,238,6.0302,60.903,-8.4899,0.67,2.83,5.66
6,12,2009,5,0,3.1,3.75,238,0.08136,150.94,0.35097,0.59,2.83,5.66
7,27,2009,4,5,2.3,3.1,239,7.02E-10,0.96825,0.023188,0.42,2.83,5.66
4,8,2009,20,1,1.85,2.3,239,5.96E-21,1.0408,0.012235,0.18,2.83,5.66
10,8,2009,4,1,0.35,0.95,239,1712,1.1698,0.018697,0.52,2.83,5.66
3,3,2009,2,3,0.5,1.6,239,3304.7,1.1752,0.033288,0.2,2.83,5.66
9,11,2009,20,5,2.3,2.8,239,1.22E-08,3.0968,0.038262,0.64,2.83,5.66
2,4,2009,23,4,1.2,1.9,239,0.093878,4.6535,0.074833,0.2,2.83,5.66
4,18,2009,3,2,1.7,2.85,239,0.56761,7.4159,0.17958,0.58,2.83,5.66
4,28,2009,2,2,1.55,2.35,239,0.18288,8.6185,0.13684,0.41,2.83,5.66
1,17,2009,22,1,0.5,0.5,239,67.557,8.8443,-0.72523,0.08,2.83,5.66
6,2,2009,0,3,2.4,2.95,239,0.0020401,11.458,0.11368,0.48,2.83,5.66
4,14,2009,23,5,0.85,2.1,239,2.499,28.759,0.44782,0.04,2.83,5.66
5,3,2009,22,1,0.8,2,239,2.3459,37.59,0.47357,0.47,2.83,5.66
4,16,2009,1,2,1.35,2.15,239,0.68708,42.195,0.31294,0.54,2.83,5.66
4,8,2009,20,4,0.4,1.35,239,2.5621,43.703,0.37676,0.17,2.83,5.66
6,5,2009,2,3,3.15,3.15,239,96.496,56.547,-0.46368,0.06,2.83,5.66
6,13,2009,4,5,0.85,2.4,239,2.0565,168.09,0.8158,0.13,2.83,5.66
5,13,2009,5,2,0.55,1.75,239,2.142,181.03,0.63485,0.29,2.83,5.66
7,31,2009,5,0,1.75,3,239,1.035,208.29,0.67216,0.45,2.83,5.66
8,12,2009,8,0,1.2,1.9,239,0.87574,403.64,0.41604,0.69,2.83,5.66
4,28,2009,0,2,2.05,3.05,240,2.19E-57,0.091119,0.0026423,0.29,2.83,5.66
5,9,2009,21,1,1.5,2,240,1.31E-22,0.61048,0.0080485,0.1,2.83,5.66
2,4,2009,23,5,0.65,1.7,240,85.263,2.0728,0.056683,0.62,2.83,5.66
