mm,day,yyyy,HH_UTC,MM,umean1,umean,wind_dir,z0,ol,u_star,sigma_v,Zm_1,Zm_2
3,23,2009,4,4,0.25,1,1,63818,0.97356,0.019128,0.52,2.83,5.66
2,20,2009,5,4,1.25,1.95,1,0.0059856,2.3977,0.041245,0.65,2.83,5.66
12,20,2009,17,3,0.9,1.45,1,0.1286,4.0612,0.055067,0.26,2.83,5.66
2,21,2009,5,5,0.5,1.4,1,10.644,4.7402,0.097033,0.45,2.83,5.66
2,20,2009,3,5,0.3,1,1,3.8387,14.514,0.16577,0.59,2.83,5.66
4,2,2009,17,2,1.3,1.85,1,0.21008,19.278,0.15452,0.06,2.83,5.66
4,22,2009,16,5,0.5,1.3,1,2.8012,20.713,0.23964,0.68,2.83,5.66
12,2,2009,7,1,0.4,1.25,1,3.0013,21.833,0.25198,0.05,2.83,5.66
12,24,2009,17,1,0.4,1.15,1,2.8512,22.053,0.22506,0.65,2.83,5.66
12,6,2009,15,5,0.35,1.05,1,2.7754,25.434,0.22371,0.21,2.83,5.66
11,18,2009,3,1,0.6,1.85,1,2.6011,33.474,0.44852,0.2,2.83,5.66
12,22,2009,21,0,1.25,2,1,0.69073,38.257,0.28301,0.46,2.83,5.66
1,27,2009,17,3,0.45,1.3,1,2.3998,41.823,0.33246,0.6,2.83,5.66
2,1,2009,3,3,0.5,1.55,1,2.4169,47.824,0.42721,0.51,2.83,5.66
2,20,2009,0,1,0.65,1.85,1,2.3072,50.432,0.49922,0.19,2.83,5.66
11,5,2009,16,1,0.85,1.5,1,1.0412,51.648,0.27369,0.31,2.83,5.66
11,7,2009,16,3,0.6,1.7,1,2.1935,72.495,0.50363,0.65,2.83,5.66
3,9,2009,16,4,0.4,1.1,1,2.1114,96.877,0.34174,0.46,2.83,5.66
12,24,2009,16,4,2.55,3.15,1,0.10451,134.8,0.30785,0.12,2.83,5.66
3,9,2009,17,0,1.35,2.1,1,0.84324,1495.8,0.44327,0.28,2.83,5.66
2,20,2009,20,1,0.4,1.05,2,27822,0.82125,0.014669,0.1,2.83,5.66
12,15,2009,16,3,0.55,1.35,2,201.38,1.6908,0.037344,0,2.83,5.66
2,1,2009,4,3,0.35,1.05,2,123.42,2.0215,0.035373,0.44,2.83,5.66
12,19,2009,17,1,1.7,2.15,2,3.48E-09,2.3267,0.025661,0.35,2.83,5.66
1,31,2009,6,4,0.2,0.85,2,53.026,3.2712,0.05108,0.3,2.83,5.66
2,2,2009,0,0,0.25,0.95,2,23.716,4.0588,0.065423,0.34,2.83,5.66
12,2,2009,5,5,0.1,0.65,2,21.612,5.6199,0.072076,0.17,2.83,5.66
1,31,2009,3,3,1.05,1.7,2,0.23699,6.0277,0.08775,0.7,2.83,5.66
12,23,2009,8,1,0.65,1.3,2,1.9351,8.2853,0.12346,0.5,2.83,5.66
1,6,2009,20,5,0.9,1.3,2,0.10156,10.138,0.075481,0.22,2.83,5.66
12,20,2009,16,3,1.2,1.9,2,0.49852,19.463,0.19576,0.34,2.83,5.66
2,21,2009,6,3,0.35,1.15,2,2.9227,25.456,0.25547,0.2,2.83,5.66
12,23,2009,10,2,2,2.6,2,0.11891,39.791,0.22988,0.06,2.83,5.66
2,21,2009,1,0,1.65,2.5,2,0.66899,150.59,0.44308,0.16,2.83,5.66
1,12,2009,0,2,1.3,2.4,2,1.2227,160.39,0.58541,0.27,2.83,5.66
7,6,2009,23,3,2.35,2.9,3,4.80E-85,0.22753,0.0035761,0.38,2.83,5.66
2,1,2009,2,5,0.5,1.4,3,6.38E+14,0.24036,0.0059446,0.65,2.83,5.66
4,1,2009,16,4,3.2,3.4,3,0.0004602,2.6465,0.073351,0.58,2.83,5.66
12,24,2009,7,5,0.75,1.85,3,7.1405,5.9493,0.15128,0.33,2.83,5.66
10,27,2009,15,5,0.6,1.45,3,5.9638,6.9189,0.13331,0.21,2.83,5.66
9,19,2009,18,1,0.5,1.25,3,5.6915,7.1732,0.11781,0.35,2.83,5.66
2,15,2009,23,3,0.1,0.75,3,13.799,7.4317,0.10781,0.24,2.83,5.66
2,23,2009,23,0,0.65,0.65,3,36.485,11.309,-1.2055,0.49,2.83,5.66
2,12,2009,4,0,0.55,1.5,3,3.5896,12.917,0.21414,0.17,2.83,5.66
10,3,2009,0,3,0.35,1.15,3,2.8738,26.758,0.26136,0.56,2.83,5.66
12,15,2009,16,4,0.75,1.9,3,2.4622,30.732,0.41731,0.01,2.83,5.66
2,22,2009,4,4,0.3,0.85,3,2.3294,47.096,0.22423,0.47,2.83,5.66
1,27,2009,17,4,0.6,1.55,3,2.2031,55.89,0.41784,0.26,2.83,5.66
12,2,2009,5,4,0.65,1.3,3,1.4046,63.483,0.28993,0.46,2.83,5.66
4,12,2009,17,3,1.3,2.2,3,1.1259,568.42,0.53255,0.33,2.83,5.66
2,23,2009,19,4,0.3,0.3,4,8.62E+16,0.66472,-0.032704,0.42,2.83,5.66
10,4,2009,2,0,1.8,2.3,4,5.15E-18,0.92486,0.012551,0.31,2.83,5.66
2,1,2009,23,4,0.45,1.2,4,100.19,1.9984,0.038794,0.54,2.83,5.66
1,12,2009,18,3,0.4,1.05,4,52.405,2.3799,0.039686,0.3,2.83,5.66
12,11,2009,15,2,1.5,1.85,4,3.91E-10,2.4447,0.021386,0.47,2.83,5.66
3,12,2009,0,0,0.25,1,4,43.017,3.3676,0.060029,0.69,2.83,5.66
2,16,2009,0,1,0.75,1.9,4,10.746,4.5398,0.12509,0.14,2.83,5.66
12,7,2009,0,2,0.1,0.6,4,28.117,4.8686,0.057696,0.66,2.83,5.66
1,12,2009,0,1,1.85,2.4,4,0.0034785,8.0789,0.088034,0.48,2.83,5.66
3,31,2009,17,4,1.2,1.7,4,0.065608,8.663,0.090391,0.19,2.83,5.66
2,21,2009,4,5,0.1,1,4,10.193,9.7513,0.18754,0.47,2.83,5.66
12,22,2009,21,2,1.5,2,4,0.022996,10.99,0.09947,0.69,2.83,5.66
12,7,2009,3,3,0.2,0.2,4,12.516,21.916,-0.71885,0.37,2.83,5.66
10,26,2009,15,5,0.35,1.05,4,2.7678,25.649,0.22458,0.58,2.83,5.66
10,4,2009,0,3,2.05,2.7,4,0.10472,28.792,0.22097,0.34,2.83,5.66
10,26,2009,16,0,0.2,0.9,4,2.7681,55.509,0.31198,0.04,2.83,5.66
3,13,2009,16,5,2.6,3.1,4,0.032472,71.106,0.22858,0.46,2.83,5.66
12,19,2009,18,2,0.3,1,4,2.3333,76.439,0.32376,0.28,2.83,5.66
2,1,2009,5,2,0.45,1.55,4,2.2317,150.67,0.57375,0.25,2.83,5.66
11,3,2009,17,0,0.3,1.25,4,2.374,170.54,0.51882,0.34,2.83,5.66
12,10,2009,17,0,0.65,1.6,5,18.714,3.4447,0.083608,0.14,2.83,5.66
1,17,2009,0,0,0.55,1.4,5,12.363,4.2006,0.086453,0.35,2.83,5.66
12,23,2009,0,2,0.45,1.3,5,12.918,4.3428,0.084591,0.54,2.83,5.66
4,3,2009,5,2,0.55,1.4,5,11.191,4.4372,0.09047,0.22,2.83,5.66
2,21,2009,6,4,0.65,1.5,5,3.3061,6.1575,0.12019,0.11,2.83,5.66
12,28,2009,3,5,0.15,1,5,12.034,7.7716,0.14379,0.42,2.83,5.66
10,20,2009,16,0,0.3,0.35,5,13.921,17.889,1.6719,0.13,2.83,5.66
12,1,2009,16,5,0.65,1.6,5,2.8204,19.941,0.28781,0.66,2.83,5.66
3,22,2009,3,3,1.65,2.4,5,0.30147,20.049,0.21871,0.14,2.83,5.66
4,3,2009,5,4,0.4,1.2,5,2.8454,23.636,0.24703,0.31,2.83,5.66
3,22,2009,2,5,2,2.6,5,0.077441,26.538,0.19549,0.68,2.83,5.66
12,16,2009,16,3,0.35,1.1,5,2.6054,34.59,0.27253,0.21,2.83,5.66
2,15,2009,7,5,1,1.65,5,0.84443,56.017,0.27722,0.47,2.83,5.66
4,17,2009,15,3,1.65,2.7,5,1.1764,74.278,0.55094,0.38,2.83,5.66
11,12,2009,3,0,3.25,4.3,5,0.23648,93.403,0.50617,0.12,2.83,5.66
12,2,2009,17,0,1,2.15,5,1.5673,103.77,0.56463,0.21,2.83,5.66
12,30,2009,16,0,2.3,2.95,5,0.18935,111.1,0.33533,0.54,2.83,5.66
2,1,2009,6,3,0.7,1.6,5,1.6846,126.19,0.46871,0.46,2.83,5.66
7,5,2009,15,0,0.35,0.9,5,1.9462,449.22,0.31851,0.34,2.83,5.66
2,21,2009,22,3,0.2,0.85,6,6.11E+44,0.10105,0.0017985,0.4,2.83,5.66
4,3,2009,18,0,0.35,0.95,6,3.74E+18,0.18847,0.0031505,0.51,2.83,5.66
4,18,2009,15,5,2.25,3.2,6,1.67E-05,1.094,0.032022,0.28,2.83,5.66
2,21,2009,4,0,0.3,1.05,6,7473.2,1.1272,0.021796,0.59,2.83,5.66
3,11,2009,23,0,0.5,1.45,6,211.93,1.7485,0.042276,0.29,2.83,5.66
10,3,2009,23,1,0.25,0.8,6,5.3626,9.0107,0.095223,0.12,2.83,5.66
12,23,2009,0,1,0.4,1.25,6,4.9672,9.5477,0.1534,0.38,2.83,5.66
4,1,2009,12,2,2.25,2.75,6,0.0054169,12.464,0.12415,0.17,2.83,5.66
12,16,2009,16,0,1.45,2,6,0.20636,27.252,0.18958,0.01,2.83,5.66
3,13,2009,17,2,0.45,1.15,6,2.5151,28.532,0.24523,0.59,2.83,5.66
11,19,2009,6,3,0.3,1.15,6,2.8043,38.622,0.32767,0.55,2.83,5.66
2,21,2009,8,2,1.55,2.1,6,0.21483,43.598,0.21728,0.59,2.83,5.66
3,31,2009,17,1,0.9,2.25,6,2.1158,74.258,0.64664,0.43,2.83,5.66
2,21,2009,8,0,1,1.75,6,1.0938,106.13,0.3695,0.48,2.83,5.66
4,18,2009,16,2,0.65,1.7,6,2.0434,125.61,0.54192,0.38,2.83,5.66
2,21,2009,2,5,0.75,1.8,7,1.58E+23,0.083327,0.0024577,0.52,2.83,5.66
12,11,2009,21,3,0.25,0.95,7,1.09E+06,0.73939,0.013633,0.54,2.83,5.66
3,17,2009,6,4,0.8,1.5,7,0.63444,2.7266,0.045998,0.1,2.83,5.66
7,5,2009,16,0,0.4,1.1,7,19.202,3.4817,0.058575,0.24,2.83,5.66
12,16,2009,17,1,0.3,0.9,7,21.903,3.4817,0.049186,0.53,2.83,5.66
4,5,2009,9,2,1.7,2.2,7,0.00037952,4.9812,0.058793,0.35,2.83,5.66
12,22,2009,20,0,1.35,1.75,7,0.039808,8.1975,0.089811,0.37,2.83,5.66
12,11,2009,16,5,0.6,1.45,7,3.4218,9.54,0.15757,0.23,2.83,5.66
12,21,2009,18,0,0.5,1.4,7,3.6243,13.014,0.2023,0.02,2.83,5.66
12,29,2009,9,0,0.25,0.8,7,3.0319,22.079,0.16393,0.41,2.83,5.66
2,21,2009,1,3,1.05,2.2,7,1.6405,42.591,0.45584,0.1,2.83,5.66
12,24,2009,16,3,0.8,1.65,7,1.4978,65.061,0.37711,0.1,2.83,5.66
1,6,2009,17,0,0.95,1.6,7,0.95494,66.306,0.29106,0.25,2.83,5.66
4,1,2009,14,4,2.15,3.15,7,0.57624,131.85,0.5106,0.26,2.83,5.66
11,18,2009,22,0,0.5,1.4,8,5.99E+05,0.6359,0.015444,0.08,2.83,5.66
4,10,2009,6,5,0.5,1.4,8,31.554,2.8881,0.063634,0.2,2.83,5.66
12,24,2009,15,0,0.85,1.1,8,0.017154,5.3778,0.043273,0.39,2.83,5.66
10,26,2009,15,4,0.65,1.55,8,6.4356,6.5234,0.13661,0.54,2.83,5.66
2,20,2009,4,5,0.85,2.1,8,5.7353,7.1281,0.19704,0.1,2.83,5.66
2,22,2009,6,0,0.6,1.75,8,4.9078,9.0369,0.20119,0.67,2.83,5.66
2,20,2009,18,0,0.45,1.2,8,3.0993,16.637,0.19788,0.57,2.83,5.66
12,16,2009,7,3,1.3,2.05,8,0.58627,29.65,0.25746,0.68,2.83,5.66
12,21,2009,20,0,0.35,1.15,8,2.6943,33.254,0.28658,0.23,2.83,5.66
12,20,2009,16,1,1.25,1.8,8,0.3777,36.392,0.21403,0.37,2.83,5.66
12,2,2009,7,3,0.3,1.1,8,2.701,41.309,0.314,0.09,2.83,5.66
12,24,2009,15,5,1.3,2,8,0.64494,68.409,0.31549,0.08,2.83,5.66
2,21,2009,6,5,0.6,1.6,9,93.003,2.0368,0.052632,0.05,2.83,5.66
10,25,2009,15,5,0.65,1.55,9,4.6387,8.9103,0.17149,0.25,2.83,5.66
12,21,2009,16,3,2,2.3,9,4.03E-06,9.4634,0.054583,0.37,2.83,5.66
11,27,2009,21,3,0.6,1.65,9,4.2956,10.06,0.20061,0.07,2.83,5.66
12,2,2009,7,2,1.2,1.7,9,0.11612,13.733,0.11479,0.48,2.83,5.66
3,11,2009,23,2,0.65,1.85,9,3.4871,14.114,0.28242,0.21,2.83,5.66
2,21,2009,7,4,0.85,1.6,9,1.1941,20.916,0.21754,0.15,2.83,5.66
10,30,2009,3,5,0.35,1.25,9,3.1934,22.974,0.27535,0.09,2.83,5.66
3,10,2009,16,3,0.5,1.25,9,2.1757,58.758,0.33961,0.22,2.83,5.66
11,7,2009,17,1,0.35,1.25,9,2.4323,69.677,0.41048,0.55,2.83,5.66
12,10,2009,16,3,0.5,1.65,9,2.2406,111.16,0.57126,0.36,2.83,5.66
2,1,2009,5,0,0.3,1.15,9,2.3374,138.49,0.4454,0.23,2.83,5.66
4,10,2009,14,2,4.25,5.65,9,0.42092,511.11,0.86262,0.06,2.83,5.66
12,22,2009,17,1,0.55,1.1,10,1.5256,1.7799,0.025249,0.3,2.83,5.66
12,25,2009,0,2,0.25,1.05,10,182.74,2.3343,0.046486,0.24,2.83,5.66
4,1,2009,5,4,0.25,0.25,10,1430.3,4.2522,-0.17434,0.52,2.83,5.66
12,21,2009,22,2,0.65,1.7,10,5.6402,7.2951,0.16276,0.06,2.83,5.66
11,7,2009,7,1,0.4,1.3,10,5.7029,8.6034,0.15073,0.05,2.83,5.66
12,20,2009,19,4,0.7,1.85,10,4.2154,10.045,0.22272,0.48,2.83,5.66
2,21,2009,1,2,1.2,2.15,10,1.1202,10.534,0.192,0.69,2.83,5.66
12,15,2009,19,2,0.6,1.65,10,4.1347,10.569,0.20739,0.69,2.83,5.66
2,21,2009,2,1,0.25,0.85,10,4.0888,13.476,0.1359,0.13,2.83,5.66
2,21,2009,3,0,0.35,1.15,10,3.718,15.031,0.19338,0.1,2.83,5.66
4,14,2009,5,5,1.05,1.95,10,1.3092,21.737,0.27454,0.22,2.83,5.66
3,21,2009,3,3,1.95,3,10,0.58265,28.239,0.36243,0.59,2.83,5.66
2,1,2009,4,5,0.8,1.95,10,1.8665,63.912,0.50918,0.39,2.83,5.66
2,20,2009,17,5,1.2,1.45,11,9.23E-09,3.5328,0.020635,0.6,2.83,5.66
11,6,2009,2,4,0.2,1.05,11,24.353,4.8837,0.096587,0.41,2.83,5.66
3,9,2009,16,5,3.1,3.4,11,4.15E-12,6.2176,0.042289,0.14,2.83,5.66
2,20,2009,5,0,0.6,1.7,11,2.9227,20.273,0.31724,0.01,2.83,5.66
2,20,2009,4,1,0.5,1.45,11,2.7566,24.592,0.3,0.18,2.83,5.66
12,21,2009,16,2,2.85,3.7,11,0.10751,35.44,0.3133,0.62,2.83,5.66
2,21,2009,7,0,0.7,2,11,2.3521,45.422,0.52329,0.56,2.83,5.66
2,21,2009,7,2,1.3,1.85,11,0.37845,52.619,0.23417,0.61,2.83,5.66
4,1,2009,15,1,3.9,4.5,11,0.022653,59.121,0.30434,0.57,2.83,5.66
12,26,2009,12,2,1.35,2.35,11,1.1339,208.08,0.57741,0.21,2.83,5.66
12,27,2009,23,5,0.35,1.1,12,381.56,1.639,0.031067,0.28,2.83,5.66
10,3,2009,4,1,1.6,2.5,12,0.14416,4.1457,0.091604,0.54,2.83,5.66
12,21,2009,17,5,1.1,1.75,12,0.19667,6.6983,0.090466,0.17,2.83,5.66
12,6,2009,16,3,0.35,1,12,5.7288,7.5887,0.10065,0.44,2.83,5.66
1,11,2009,21,1,1.55,1.9,12,0.0068493,8.2299,0.080173,0.58,2.83,5.66
12,28,2009,13,5,0.35,0.95,12,4.7003,8.322,0.11378,0.12,2.83,5.66
12,16,2009,6,5,1.1,1.95,12,0.91904,9.0417,0.1518,0.65,2.83,5.66
10,24,2009,8,2,0.55,1.3,12,4.554,9.1402,0.14664,0.1,2.83,5.66
10,3,2009,20,4,0.3,0.9,12,4.7183,9.7092,0.10992,0.6,2.83,5.66
12,18,2009,18,4,0.8,1.4,12,0.69301,10.194,0.11496,0.24,2.83,5.66
4,3,2009,22,0,0.55,0.55,12,18.581,16.277,-1.4682,0.47,2.83,5.66
4,2,2009,22,5,0.6,1.65,12,3.0627,17.551,0.28251,0.51,2.83,5.66
4,10,2009,19,0,0.65,1.65,12,2.8162,20.157,0.29897,0.49,2.83,5.66
10,4,2009,0,4,1.5,2.2,12,0.32359,21.178,0.20785,0.5,2.83,5.66
12,6,2009,16,4,0.65,1.7,12,2.6227,25.188,0.34459,0.67,2.83,5.66
12,18,2009,16,1,3.1,4.15,12,0.23075,63.167,0.46232,0.08,2.83,5.66
4,3,2009,17,3,1.45,2.25,12,0.74162,156.98,0.41734,0.23,2.83,5.66
1,27,2009,17,1,0.6,1.6,12,2.0156,178.37,0.53583,0.33,2.83,5.66
4,22,2009,18,0,0.45,1.55,12,2.1343,574.09,0.63346,0.19,2.83,5.66
1,31,2009,8,2,0.45,1.45,12,2.081,606.27,0.5728,0.11,2.83,5.66
1,11,2009,19,0,1.95,2.4,13,3.70E-30,0.72466,0.0087647,0.15,2.83,5.66
10,2,2009,18,2,0.45,1.15,13,37.84,2.6281,0.0474,0.21,2.83,5.66
10,4,2009,0,2,0.5,1.35,13,3.0585,17.297,0.22815,0.18,2.83,5.66
1,11,2009,18,4,2.65,3.55,13,0.28084,103.89,0.44593,0.43,2.83,5.66
1,6,2009,20,4,0.6,1.5,14,7.50E+25,0.13332,0.0035094,0.65,2.83,5.66
12,5,2009,16,5,0.6,0.95,14,0.00028601,1.3055,0.011962,0.59,2.83,5.66
1,11,2009,20,4,2.9,3.5,14,1.41E-05,5.726,0.080541,0.52,2.83,5.66
3,24,2009,16,2,0.45,1.05,14,7.1341,6.0955,0.088326,0.69,2.83,5.66
11,7,2009,20,5,0.35,1.25,14,4.5041,12.441,0.19448,0.34,2.83,5.66
2,21,2009,7,1,0.4,1.25,14,4.0263,12.473,0.18329,0.1,2.83,5.66
3,31,2009,16,3,1.05,1.6,14,0.38503,13.767,0.13207,0.09,2.83,5.66
2,23,2009,12,4,0.6,1.3,14,2.7418,24.513,0.26726,0.4,2.83,5.66
12,16,2009,17,0,0.2,0.8,14,3.2542,25.789,0.19679,0.66,2.83,5.66
3,31,2009,15,0,1.65,2.8,14,1.323,498.04,0.74658,0.62,2.83,5.66
10,29,2009,5,3,0.15,1.05,15,2549.7,1.7929,0.043771,0.17,2.83,5.66
4,14,2009,7,0,0.2,0.6,15,195.81,1.8179,0.018336,0.61,2.83,5.66
2,1,2009,0,0,0.3,1.1,15,165.63,2.1836,0.043186,0.12,2.83,5.66
12,21,2009,19,2,0.35,1.05,15,64.33,2.4009,0.04135,0.66,2.83,5.66
11,27,2009,23,0,0.25,1.15,15,36.204,3.9004,0.083171,0.35,2.83,5.66
12,16,2009,23,3,0.95,1.4,15,0.074701,5.7658,0.062992,0.63,2.83,5.66
12,17,2009,17,0,0.45,1.2,15,5.0532,8.1951,0.1255,0.39,2.83,5.66
12,18,2009,5,3,0.65,1.7,15,4.5625,9.0817,0.19062,0.28,2.83,5.66
10,3,2009,22,3,0.9,2.05,15,4.1613,10.503,0.2568,0.14,2.83,5.66
11,6,2009,7,5,0.9,1.35,15,0.21241,12.326,0.096235,0.14,2.83,5.66
12,21,2009,22,3,0.4,1.25,15,3.5955,14.94,0.20479,0.68,2.83,5.66
11,19,2009,6,5,0.5,1.5,15,2.4961,37.608,0.37546,0.23,2.83,5.66
12,27,2009,8,3,0.55,1.55,15,2.4088,38.972,0.38311,0.31,2.83,5.66
1,8,2009,7,5,2.55,3.5,15,0.27485,45.013,0.38483,0.37,2.83,5.66
4,12,2009,16,3,0.55,1.3,15,2.0186,127.46,0.40985,0.6,2.83,5.66
12,18,2009,3,3,0.6,1.45,16,4.50E+05,0.64038,0.015977,0.53,2.83,5.66
11,19,2009,6,4,0.5,1.25,16,3232.2,1.0565,0.022198,0.63,2.83,5.66
12,21,2009,16,1,2.5,3.05,16,9.36E-12,2.1951,0.030322,0.67,2.83,5.66
2,21,2009,3,3,0.45,1.3,16,9.7114,5.1205,0.096826,0.23,2.83,5.66
10,2,2009,4,1,0.65,1.65,16,7.3779,5.8027,0.1323,0.26,2.83,5.66
4,3,2009,7,5,1.3,1.85,16,0.056251,8.211,0.090394,0.12,2.83,5.66
1,31,2009,3,5,0.35,1.1,16,4.6926,10.258,0.14216,0.49,2.83,5.66
4,1,2009,14,0,2.6,3.35,16,0.016848,10.906,0.15805,0.06,2.83,5.66
12,21,2009,16,4,2.45,3.35,16,0.13628,18.645,0.25381,0.11,2.83,5.66
4,5,2009,8,3,0.4,1.2,16,2.5027,37.167,0.29907,0.01,2.83,5.66
2,1,2009,4,0,1.65,2.75,16,0.86755,54.23,0.4675,0.22,2.83,5.66
1,11,2009,17,4,2.6,4.1,16,0.79305,75.093,0.70144,0.6,2.83,5.66
4,25,2009,13,2,1.25,1.75,16,0.47546,83.127,0.24947,0.09,2.83,5.66
3,12,2009,17,2,0.55,1.5,16,2.0192,198.72,0.51184,0.48,2.83,5.66
12,22,2009,16,0,0.45,1,17,235.81,1.2078,0.022416,0.12,2.83,5.66
1,8,2009,7,3,3.35,4.95,17,0.0095962,1.3937,0.071408,0.69,2.83,5.66
1,11,2009,19,2,2.5,3.05,17,3.49E-14,1.7702,0.024901,0.64,2.83,5.66
12,18,2009,19,0,0.35,1.05,17,152.09,1.924,0.033806,0.7,2.83,5.66
4,1,2009,15,3,3.2,3.35,17,4.18E-06,2.9779,0.060722,0.18,2.83,5.66
3,14,2009,23,1,0.3,0.9,17,21.351,3.5192,0.049642,0.29,2.83,5.66
12,6,2009,16,5,0.6,1.5,17,5.8656,6.9813,0.13854,0.47,2.83,5.66
2,20,2009,6,2,0.6,1.65,17,5.8503,7.2387,0.15862,0.28,2.83,5.66
12,24,2009,6,5,0.4,1.2,17,4.7562,9.6194,0.14562,0.58,2.83,5.66
12,21,2009,14,5,1.45,1.9,17,0.025789,12.588,0.099067,0.34,2.83,5.66
11,5,2009,7,0,0.6,1.55,17,2.9416,14.047,0.22217,0.08,2.83,5.66
11,12,2009,2,1,5.05,5.9,17,0.0074627,40.437,0.32866,0.69,2.83,5.66
1,11,2009,18,2,3.15,4.45,17,0.41309,68.586,0.59156,0.13,2.83,5.66
1,11,2009,23,0,1.4,2.25,17,0.82997,104.5,0.42614,0.51,2.83,5.66
1,11,2009,17,1,3.55,4.45,17,0.15317,215.22,0.49057,0.65,2.83,5.66
12,21,2009,19,0,0.4,1.1,18,1.21E+10,0.3535,0.0068065,0.14,2.83,5.66
10,30,2009,3,4,0.35,1.15,18,22354,0.95101,0.019761,0.06,2.83,5.66
12,18,2009,20,4,0.4,1.2,18,14.767,4.1682,0.076424,0.28,2.83,5.66
12,21,2009,19,4,0.35,1.05,18,8.7559,5.6437,0.085646,0.5,2.83,5.66
2,1,2009,6,1,1.55,2.15,18,0.0078985,5.8087,0.074708,0.22,2.83,5.66
2,21,2009,6,1,0.55,1.55,18,5.9277,7.2763,0.15059,0.48,2.83,5.66
11,14,2009,17,0,0.7,1.05,18,0.10587,7.552,0.054898,0.48,2.83,5.66
12,18,2009,5,4,0.5,1.35,18,5.1923,8.0246,0.13941,0.63,2.83,5.66
12,22,2009,6,4,1.05,1.6,18,0.27704,8.7345,0.10746,0.62,2.83,5.66
1,11,2009,3,1,2.45,3.2,18,0.018895,8.8184,0.15031,0.21,2.83,5.66
4,10,2009,7,0,0.05,0.85,18,10.913,10.07,0.17689,0.11,2.83,5.66
2,1,2009,3,1,0.65,1.8,18,3.0123,18.353,0.31641,0.62,2.83,5.66
12,21,2009,15,5,3,3.75,18,0.018822,19.271,0.2101,0.61,2.83,5.66
11,6,2009,5,3,0.4,1.3,18,2.8208,27.801,0.29896,0.23,2.83,5.66
12,16,2009,7,2,0.9,2.4,18,2.3106,43.66,0.60559,0.29,2.83,5.66
4,1,2009,16,5,2.95,4.45,18,0.76254,48.124,0.68262,0.55,2.83,5.66
11,23,2009,4,2,0.45,1.45,18,2.4549,48.56,0.40913,0.38,2.83,5.66
11,6,2009,4,4,0.4,1.4,18,2.4741,58.298,0.43451,0.28,2.83,5.66
12,18,2009,20,0,0.4,1.35,18,2.2991,92.269,0.45743,0.42,2.83,5.66
1,8,2009,8,1,2.05,2.2,18,0.26158,269.15,0.32054,0.02,2.83,5.66
3,10,2009,9,4,0.4,1,19,2.15E+28,0.12164,0.0021359,0.09,2.83,5.66
4,18,2009,11,2,1.9,2.45,19,6.60E-08,1.8404,0.028586,0.16,2.83,5.66
12,18,2009,4,3,0.5,1.3,19,101.97,1.9771,0.041496,0.53,2.83,5.66
12,18,2009,20,5,0.4,1.2,19,15.856,4.025,0.074211,0.32,2.83,5.66
2,12,2009,3,3,0.5,1.35,19,10.078,4.8002,0.09373,0.32,2.83,5.66
1,7,2009,18,4,0.55,1.45,19,7.0534,6.0589,0.12069,0.02,2.83,5.66
12,21,2009,5,3,1.35,1.95,19,0.076334,9.1243,0.10487,0.4,2.83,5.66
12,20,2009,16,5,1.65,2.35,19,0.091625,10.871,0.13845,0.48,2.83,5.66
12,18,2009,19,5,0.45,1.3,19,3.712,12.922,0.18897,0.44,2.83,5.66
12,20,2009,20,1,0.5,1.45,19,3.5708,13.827,0.22005,0.31,2.83,5.66
11,19,2009,5,1,0.4,1.25,19,3.3351,17.201,0.2221,0.28,2.83,5.66
4,10,2009,7,2,0.5,1.55,19,3.0759,20.301,0.30003,0.34,2.83,5.66
12,21,2009,18,3,0.5,1.55,19,2.7955,26.303,0.34018,0.05,2.83,5.66
12,19,2009,18,3,0.4,1.3,19,2.585,38.438,0.34049,0.55,2.83,5.66
3,24,2009,18,2,0.55,0.55,19,5.5953,74.486,-6.7186,0.29,2.83,5.66
3,30,2009,10,4,1.95,2.55,19,0.30664,2580.4,0.35526,0.58,2.83,5.66
10,23,2009,4,1,0.55,1.55,20,25371,0.85083,0.022693,0.47,2.83,5.66
10,25,2009,1,3,0.4,1.35,20,2660.6,1.2575,0.030609,0.2,2.83,5.66
11,18,2009,3,2,0.55,0.95,20,0.34163,3.1209,0.033009,0.06,2.83,5.66
10,25,2009,5,2,0.25,0.9,20,8.2435,6.9388,0.093196,0.56,2.83,5.66
11,20,2009,20,2,0.4,1.2,20,5.3117,8.5316,0.13381,0.48,2.83,5.66
4,1,2009,16,1,3.5,3.95,20,0.00010697,9.1002,0.12004,0.6,2.83,5.66
12,2,2009,7,4,0.25,0.85,20,5.4917,9.3589,0.10676,0.7,2.83,5.66
12,21,2009,20,5,0.35,1.15,20,3.586,16.016,0.20071,0.26,2.83,5.66
11,6,2009,2,3,0.5,1.5,20,2.849,23.553,0.30827,0.39,2.83,5.66
12,20,2009,7,1,2.25,2.8,20,0.048031,32.569,0.20479,0.1,2.83,5.66
4,18,2009,16,1,0.4,1,20,2.4131,33.115,0.2259,0.51,2.83,5.66
2,17,2009,23,1,0.25,0.9,20,2.7057,39.454,0.25042,0.51,2.83,5.66
12,24,2009,16,5,1.6,1.8,20,0.00099712,43.309,0.078885,0.26,2.83,5.66
11,5,2009,7,1,0.45,1.45,20,2.348,64.555,0.44324,0.47,2.83,5.66
