mm,day,yyyy,HH_UTC,MM,umean1,umean,wind_dir,z0,ol,u_star,sigma_v,Zm_1,Zm_2
3,18,2009,15,1,2.9,3.6,281,0.30707,-14.399,0.65593,0.35,2.83,5.66
3,18,2009,15,2,1.95,2.75,275,0.64974,-20.538,0.69231,0.67,2.83,5.66
3,18,2009,15,3,1.55,2.3,232,0.74493,-105.14,0.50417,0.36,2.83,5.66
3,18,2009,15,4,1.65,1.95,322,0.29391,-1.833,0.65395,0.14,2.83,5.66
3,18,2009,16,0,1.4,2,257,0.93062,-8.5732,0.9183,0.68,2.83,5.66
3,18,2009,16,2,2.8,3.9,248,0.54007,-107.29,0.73124,0.02,2.83,5.66
3,18,2009,16,3,3.05,3.75,246,0.48182,-10.989,0.92114,0.45,2.83,5.66
3,18,2009,16,5,1.85,2.85,277,0.82742,-133.99,0.65286,0.64,2.83,5.66
3,19,2009,10,2,2.05,2.45,333,0.14031,-48.012,0.29562,0.21,2.83,5.66
3,19,2009,11,0,2.75,3.25,320,0.17891,-8.5513,0.51816,0.26,2.83,5.66
3,19,2009,11,1,1.8,2,288,0.023376,-20.998,0.16598,0.07,2.83,5.66
3,19,2009,11,2,1.15,1.55,240,0.56957,-3.0062,0.74177,0.24,2.83,5.66
3,19,2009,11,4,2.95,3.35,273,0.16785,-1.0781,0.94925,0.08,2.83,5.66
3,19,2009,11,5,2.7,2.85,291,0.046857,-2.7572,0.35557,0.47,2.83,5.66
3,19,2009,12,1,3.4,3.8,270,0.046141,-16.886,0.37044,0.63,2.83,5.66
3,19,2009,12,2,3.95,4.55,309,0.074374,-58.429,0.4571,0.62,2.83,5.66
3,19,2009,12,5,2.25,2.8,304,0.35995,-11.666,0.57216,0.6,2.83,5.66
3,19,2009,13,0,1.05,1.85,294,1.1591,-91.634,0.54085,0.27,2.83,5.66
3,19,2009,13,3,1.8,2.4,298,0.33823,-1.4981,1.0082,0.32,2.83,5.66
3,19,2009,13,4,2.5,2.8,261,0.23537,-2.1012,0.75854,0.03,2.83,5.66
3,19,2009,13,5,2.6,3,264,0.049922,-83.071,0.27211,0.45,2.83,5.66
3,19,2009,14,1,2.3,2.65,257,0.042111,-152.61,0.227,0.18,2.83,5.66
3,19,2009,14,2,1.15,1.85,345,0.98233,-56.218,0.50967,0.65,2.83,5.66
3,19,2009,14,4,4.6,5.05,241,0.10462,-1.4625,0.97729,0.44,2.83,5.66
3,19,2009,15,0,3.45,4.05,248,0.10746,-83.335,0.43938,0.16,2.83,5.66
3,19,2009,15,1,2.3,2.95,266,0.3243,-1.1567,1.4432,0.28,2.83,5.66
3,19,2009,15,2,0.45,1,206,0.83864,-3.2923,0.75736,0.48,2.83,5.66
3,19,2009,15,4,2.35,2.55,322,0.10797,-5.318,0.37182,0.28,2.83,5.66
3,19,2009,15,5,3.55,4.3,263,0.18937,-28.374,0.59611,0.21,2.83,5.66
3,19,2009,16,0,1.15,1.35,259,0.096254,-148.01,0.13946,0.49,2.83,5.66
3,19,2009,16,1,0.5,1.1,301,1.1347,-7.2298,0.69822,0.46,2.83,5.66
3,19,2009,16,4,3.25,3.75,265,0.1011,-17.689,0.44728,0.12,2.83,5.66
3,19,2009,16,5,0.4,1,310,1.828,-146.94,0.40128,0.52,2.83,5.66
3,19,2009,17,0,2.45,2.55,267,0.32693,-19.12,0.49199,0.6,2.83,5.66
3,20,2009,9,1,1.8,2,268,0.3283,-5.3649,0.48859,0.5,2.83,5.66
3,20,2009,9,2,0.5,0.8,234,0.97213,-39.81,0.23092,0.02,2.83,5.66
3,20,2009,9,5,1.25,1.75,302,0.57738,-4.0811,0.69708,0.37,2.83,5.66
3,20,2009,10,0,1.45,2,256,0.52081,-230.53,0.35374,0.4,2.83,5.66
3,20,2009,10,1,2.1,2.35,257,0.20117,-4.2886,0.46225,0.2,2.83,5.66
3,20,2009,10,5,1.85,2.25,231,0.21984,-1.194,0.73294,0.1,2.83,5.66
3,20,2009,11,0,1.55,1.85,240,0.22496,-0.79588,0.8013,0.67,2.83,5.66
3,20,2009,11,1,0.7,0.75,320,3.0921,-370.62,1.217,0.37,2.83,5.66
3,20,2009,11,2,0.8,1.35,202,1.0589,-158,0.35457,0.21,2.83,5.66
3,20,2009,11,4,1.65,2.35,259,0.74145,-127.89,0.50471,0.17,2.83,5.66
3,20,2009,12,1,0.9,1.3,182,0.63732,-6.7102,0.44836,0.48,2.83,5.66
3,20,2009,12,2,1.05,1.45,209,0.36252,-0.97716,0.97237,0.45,2.83,5.66
3,20,2009,12,5,2.75,2.9,208,0.42931,-12.155,0.69771,0.29,2.83,5.66
3,20,2009,13,0,2.05,2.35,253,0.12052,-0.95631,0.56246,0.47,2.83,5.66
3,20,2009,13,2,3.15,3.65,218,0.11502,-0.48603,1.1662,0.62,2.83,5.66
3,20,2009,13,4,2.25,2.65,252,0.12913,-0.50924,0.90389,0.67,2.83,5.66
3,20,2009,14,0,0.8,1.1,267,0.52284,-7.1379,0.31889,0.21,2.83,5.66
3,20,2009,14,2,4.25,4.9,212,0.10211,-15.38,0.59513,0.27,2.83,5.66
3,20,2009,14,3,4.3,5.25,198,0.14131,-239.8,0.59634,0.62,2.83,5.66
3,20,2009,14,4,4.05,5.25,232,0.40819,-40.975,0.93698,0.6,2.83,5.66
3,20,2009,15,3,2.45,2.05,249,58.864,-35.189,-0.30918,0.53,2.83,5.66
3,20,2009,15,4,2.25,2.65,207,0.15147,-11.133,0.38137,0.25,2.83,5.66
3,20,2009,16,0,2.1,2.15,218,0.030232,-2.4892,0.24362,0.43,2.83,5.66
3,20,2009,16,1,3.45,4.05,223,0.066903,-226.77,0.38062,0.02,2.83,5.66
3,20,2009,16,2,3.55,3.8,227,0.096432,-7.7994,0.50414,0.25,2.83,5.66
3,20,2009,16,3,1.25,1.55,222,0.94491,-16.021,0.58481,0.26,2.83,5.66
3,20,2009,16,4,2.8,3.65,184,0.29226,-1421.6,0.50902,0.06,2.83,5.66
3,20,2009,16,5,1.25,1.9,231,0.76266,-837.69,0.39238,0.65,2.83,5.66
3,20,2009,17,0,1.75,2.05,188,0.30613,-2.6698,0.59779,0.43,2.83,5.66
3,21,2009,9,2,2.8,3,208,0.37896,-93.092,0.52027,0.3,2.83,5.66
3,21,2009,10,3,5.85,6.05,107,0.010739,-57.821,0.42194,0.52,2.83,5.66
3,21,2009,10,4,3.6,3.95,176,0.053279,-3.77,0.48037,0.61,2.83,5.66
3,21,2009,11,1,4.85,5.55,190,0.17761,-1.2909,1.5048,0.13,2.83,5.66
3,21,2009,11,2,4.5,5.8,146,0.35826,-82.228,0.92463,0.4,2.83,5.66
3,21,2009,12,0,2.1,2.35,201,0.034064,-52.848,0.19909,0.05,2.83,5.66
3,21,2009,12,1,3.1,3.75,208,0.11065,-583.46,0.39552,0.48,2.83,5.66
3,21,2009,13,3,0.35,0.8,107,0.95999,-4.5844,0.55878,0.43,2.83,5.66
3,21,2009,14,0,1.5,2.45,190,1.0426,-28.759,0.79489,0.7,2.83,5.66
3,21,2009,14,2,3.5,3.5,237,2.7022,-140.57,4.964,0.05,2.83,5.66
3,21,2009,15,0,1.1,1.45,116,0.5541,-13.872,0.36189,0.03,2.83,5.66
3,21,2009,15,3,1,1.7,142,1.0338,-16.85,0.6363,0.53,2.83,5.66
3,21,2009,15,5,0.45,1.1,200,1.5767,-28.562,0.53249,0.67,2.83,5.66
3,21,2009,16,0,1.25,1.55,141,0.28192,-2.0961,0.46482,0.26,2.83,5.66
3,21,2009,16,1,2.75,3.25,249,0.16908,-13.041,0.47459,0.04,2.83,5.66
3,21,2009,16,5,0.95,1.4,193,0.72001,-8.5639,0.48624,0.54,2.83,5.66
3,21,2009,17,2,0.7,1.5,274,1.6701,-40.541,0.69832,0.02,2.83,5.66
3,21,2009,17,3,2.15,2.55,229,0.099838,-117.07,0.26823,0.28,2.83,5.66
3,22,2009,8,4,1,1.45,180,0.72112,-31.195,0.35952,0.67,2.83,5.66
3,22,2009,10,3,1.3,2.2,29,1.13,-97.452,0.62258,0.56,2.83,5.66
3,22,2009,11,3,1.7,2.05,129,0.19889,-1.0912,0.6466,0.03,2.83,5.66
3,22,2009,12,0,2.1,2.75,32,0.48592,-17.605,0.60408,0.14,2.83,5.66
3,22,2009,12,3,2.05,2,128,51.196,-5.7388,-0.23562,0.18,2.83,5.66
3,22,2009,13,2,1.7,1.7,20,2.1843,-30.024,2.7224,0.65,2.83,5.66
3,22,2009,13,5,2.65,2.7,77,0.81591,-15.163,1.0248,0.33,2.83,5.66
3,22,2009,14,0,1.65,2.25,14,0.40665,-1.7641,1.0346,0.64,2.83,5.66
3,22,2009,15,1,1.9,2.55,220,0.48229,-11.365,0.61551,0.54,2.83,5.66
3,22,2009,15,3,1.15,1.35,178,0.81185,-8.3543,0.57942,0.48,2.83,5.66
3,22,2009,15,5,1.75,1.85,148,0.086749,-2.1175,0.30309,0.43,2.83,5.66
3,22,2009,16,3,1.35,1.55,299,1.4059,-42.868,0.70924,0.69,2.83,5.66
3,22,2009,17,0,0.9,1.35,235,0.89101,-13.394,0.48046,0.59,2.83,5.66
3,22,2009,17,3,2.2,3.05,250,0.6157,-40.492,0.66403,0.64,2.83,5.66
3,23,2009,8,3,1.4,2.1,23,0.79459,-8.4804,0.80099,0.22,2.83,5.66
3,23,2009,9,2,1.45,1.95,30,0.52766,-22.687,0.42747,0.25,2.83,5.66
3,23,2009,9,4,0.35,0.95,3,1.3785,-13.502,0.54485,0.14,2.83,5.66
3,23,2009,10,0,1.45,2.05,120,0.56617,-419.08,0.37093,0.54,2.83,5.66
3,23,2009,10,2,1.65,1.95,104,0.35229,-3.6171,0.5567,0.53,2.83,5.66
3,23,2009,10,3,2,2.6,57,0.31381,-170.97,0.38395,0.02,2.83,5.66
3,23,2009,10,4,3.15,3.15,99,2.3739,-49.833,4.6058,0.55,2.83,5.66
3,23,2009,11,1,2.65,2.8,119,0.11698,-9.2378,0.39004,0.14,2.83,5.66
3,23,2009,11,3,2.35,2.55,167,0.10493,-1.2036,0.52806,0.35,2.83,5.66
3,23,2009,12,0,3.25,3.75,148,0.15959,-0.68375,1.2931,0.18,2.83,5.66
3,23,2009,12,1,3.3,4.05,48,0.1813,-84.066,0.51762,0.25,2.83,5.66
3,23,2009,12,2,1.95,2.05,91,0.066869,-1.562,0.32606,0.65,2.83,5.66
3,23,2009,12,3,2.1,2.45,217,0.13535,-6.6611,0.36855,0.22,2.83,5.66
3,23,2009,13,0,0.9,1.55,102,1.1334,-21.882,0.5806,0.27,2.83,5.66
3,23,2009,13,2,2.5,3.15,188,0.36158,-6.5263,0.74137,0.22,2.83,5.66
3,23,2009,13,3,0.9,1.1,329,0.45431,-1.6689,0.64179,0.64,2.83,5.66
3,23,2009,13,5,1.05,1.8,22,0.98321,-11.348,0.74449,0.44,2.83,5.66
3,23,2009,14,4,1.45,2.3,291,0.99905,-28.209,0.72506,0.46,2.83,5.66
3,23,2009,14,5,2.15,2.75,222,0.33444,-32.712,0.46446,0.68,2.83,5.66
3,23,2009,15,0,1.4,1.65,268,0.19439,-2.8828,0.35085,0.22,2.83,5.66
3,23,2009,15,1,2.8,3.3,232,0.42076,-13.571,0.72229,0.62,2.83,5.66
3,23,2009,15,3,3.05,3.45,178,0.14826,-0.83626,1.0102,0.54,2.83,5.66
3,23,2009,15,5,1.25,1.65,272,0.3798,-116.59,0.26965,0.55,2.83,5.66
3,23,2009,16,3,2.5,2.85,221,0.12264,-1.2204,0.62917,0.29,2.83,5.66
3,23,2009,17,0,2.25,2.6,247,0.12541,-8.9454,0.36166,0.67,2.83,5.66
3,23,2009,17,3,0.65,1.5,258,1.792,-105.07,0.61446,0.11,2.83,5.66
3,24,2009,9,0,0.75,1.35,328,2.079,-141.05,0.67238,0.38,2.83,5.66
3,24,2009,10,0,0.9,1.35,118,0.69939,-8.4021,0.46163,0.41,2.83,5.66
3,24,2009,11,0,3,3.7,139,0.18786,-93.389,0.47456,0.45,2.83,5.66
3,24,2009,11,1,2.75,2.95,48,0.077007,-1.2196,0.52636,0.36,2.83,5.66
3,24,2009,11,3,2.55,2.7,76,0.0012604,-11.897,0.14533,0.45,2.83,5.66
3,24,2009,11,5,1.55,1.5,7,6.9696,-42.952,-0.72474,0.1,2.83,5.66
3,24,2009,12,4,1.65,2.15,3,0.56005,-22.978,0.4873,0.41,2.83,5.66
3,24,2009,13,0,3.7,4.35,223,0.25762,-1.9724,1.2682,0.46,2.83,5.66
3,24,2009,13,3,0.95,1.45,327,0.88251,-45.797,0.38282,0.53,2.83,5.66
3,24,2009,13,5,0.5,1.2,317,1.8408,-202.21,0.46907,0.43,2.83,5.66
3,24,2009,14,1,3.85,3.95,304,0.0074677,-1.0631,0.35801,0.65,2.83,5.66
3,24,2009,14,4,1.05,1.45,267,0.51571,-6.7939,0.42404,0.45,2.83,5.66
3,24,2009,15,0,1.15,1.6,343,0.60586,-8.359,0.48878,0.06,2.83,5.66
3,24,2009,15,3,2,2.4,235,0.12147,-89.13,0.27016,0.02,2.83,5.66
3,24,2009,15,5,1.3,1.9,219,0.69033,-47.809,0.43636,0.58,2.83,5.66
3,24,2009,16,4,2.15,2.3,268,0.0092933,-4.0948,0.18409,0.18,2.83,5.66
3,24,2009,17,3,0.5,1.2,254,1.4516,-18.273,0.62667,0.28,2.83,5.66
3,25,2009,9,1,1.35,1.8,299,0.48273,-5.7454,0.53084,0.56,2.83,5.66
3,25,2009,9,3,2.1,2.55,315,0.30422,-4.4109,0.61066,0.35,2.83,5.66
3,25,2009,11,0,0.3,0.55,104,1.3347,-9.7407,0.3861,0.11,2.83,5.66
3,25,2009,11,2,2.7,3.05,301,0.18177,-1.6421,0.76397,0.29,2.83,5.66
3,25,2009,11,3,2.7,3.75,350,0.65461,-53.229,0.81505,0.26,2.83,5.66
3,25,2009,11,4,1.35,1.85,324,0.56815,-61.278,0.36877,0.13,2.83,5.66
3,25,2009,12,0,1.9,2.25,15,0.16422,-8.8779,0.34611,0.33,2.83,5.66
3,25,2009,12,2,1.5,1.9,265,0.36425,-6.0587,0.45867,0.64,2.83,5.66
3,25,2009,12,5,2.8,2.65,248,34.081,-0.79912,-0.26796,0.16,2.83,5.66
3,25,2009,13,0,2.4,2.7,31,0.28331,-4.1771,0.64561,0.66,2.83,5.66
3,25,2009,13,2,1.85,1.9,283,0.2903,-5.0053,0.46139,0.02,2.83,5.66
3,25,2009,13,4,5.4,6,308,0.15864,-7.3792,0.94829,0.15,2.83,5.66
3,25,2009,14,0,4.1,4.7,323,0.073479,-24.717,0.49823,0.17,2.83,5.66
3,25,2009,14,2,2.05,2.85,298,0.52118,-203.85,0.50858,0.23,2.83,5.66
3,25,2009,14,4,4.7,5.55,325,0.063702,-1173.7,0.51019,0.08,2.83,5.66
3,25,2009,14,5,2.05,2.95,326,0.82757,-54.105,0.73181,0.6,2.83,5.66
3,25,2009,15,0,3.05,3.5,256,0.13038,-2.0262,0.67728,0.43,2.83,5.66
3,25,2009,15,1,2.2,2.5,260,0.29712,-2.7827,0.7096,0.55,2.83,5.66
3,25,2009,15,2,5.1,5.7,274,0.041073,-14.909,0.54686,0.69,2.83,5.66
3,25,2009,15,3,2.75,3.95,289,0.70682,-119.64,0.83103,0.31,2.83,5.66
3,25,2009,15,5,1.5,2.05,274,0.55474,-9.5552,0.56409,0.31,2.83,5.66
3,25,2009,16,1,4.25,5.75,294,0.40032,-1915.2,0.90007,0.55,2.83,5.66
3,25,2009,16,2,3.3,4.35,238,0.38426,-303.32,0.67449,0.3,2.83,5.66
3,26,2009,9,0,1.1,1.35,66,0.5224,-5.7518,0.43256,0.43,2.83,5.66
3,26,2009,9,4,1.95,2.35,122,0.23946,-1.9178,0.65336,0.16,2.83,5.66
3,26,2009,10,0,1.75,2.25,123,0.34098,-1.2229,1.1213,0.08,2.83,5.66
3,26,2009,10,2,2.4,3.3,77,0.48928,-125.24,0.59237,0.07,2.83,5.66
3,26,2009,10,3,1.4,2.35,109,1.0779,-63.313,0.67921,0.49,2.83,5.66
3,26,2009,10,4,1.85,2.75,55,1.0315,-9.5502,1.3465,0.52,2.83,5.66
3,26,2009,11,0,2.6,2.85,73,0.050755,-0.69222,0.49598,0.24,2.83,5.66
3,26,2009,11,1,2.8,3.85,30,0.48727,-226.77,0.66456,0.34,2.83,5.66
3,26,2009,11,2,3.1,3.85,65,0.20344,-111.58,0.50357,0.09,2.83,5.66
3,26,2009,11,3,3,3.55,30,0.22915,-1.128,1.2463,0.64,2.83,5.66
3,26,2009,12,4,1.4,1.65,95,1.3599,-48.73,0.69243,0.18,2.83,5.66
3,26,2009,12,5,1.3,2.4,50,1.239,-1437.7,0.65973,0.15,2.83,5.66
3,26,2009,13,0,3.05,3.7,315,0.14116,-756.57,0.41142,0.65,2.83,5.66
3,26,2009,13,1,2.9,3.3,329,0.099629,-7.683,0.43523,0.05,2.83,5.66
3,26,2009,13,2,4.05,4.2,73,0.0388,-3.6762,0.47763,0.12,2.83,5.66
3,26,2009,14,0,2.25,2.5,268,0.27314,-14.197,0.44638,0.51,2.83,5.66
3,26,2009,14,4,0.8,1.25,265,0.90031,-28.216,0.36542,0.1,2.83,5.66
3,26,2009,15,2,0.4,0.9,198,1.1331,-7.245,0.56828,0.05,2.83,5.66
3,26,2009,15,3,2.15,2.35,268,0.11722,-0.98661,0.55434,0.09,2.83,5.66
3,26,2009,16,1,2.9,3.05,271,0.001257,-5.1236,0.17174,0.66,2.83,5.66
3,26,2009,16,4,1.85,2.05,270,0.052126,-5.6474,0.23298,0.45,2.83,5.66
3,27,2009,11,0,2.4,3,216,0.26506,-28.986,0.47077,0.25,2.83,5.66
3,27,2009,11,1,1.9,2.25,225,0.25926,-1.3276,0.80438,0.46,2.83,5.66
3,27,2009,11,3,4.55,5,201,0.052125,-2.1717,0.66609,0.51,2.83,5.66
3,27,2009,11,5,2.85,3.05,212,0.070673,-1.1058,0.53909,0.01,2.83,5.66
3,27,2009,12,1,2.05,2.5,191,0.19873,-30.998,0.34992,0.06,2.83,5.66
3,27,2009,12,3,3.4,3.65,244,0.066267,-0.77635,0.69619,0.54,2.83,5.66
3,27,2009,12,5,2.4,2.85,214,0.18003,-10.528,0.44006,0.67,2.83,5.66
3,27,2009,13,1,2.2,2.7,259,0.29678,-4.4834,0.63299,0.54,2.83,5.66
3,27,2009,13,2,5.05,6.25,233,0.26961,-1.0797,2.616,0.28,2.83,5.66
3,27,2009,14,3,2.15,2.35,239,0.12293,-1.2219,0.52613,0.1,2.83,5.66
3,27,2009,15,0,3.7,4.45,200,0.11465,-4595.4,0.47759,0.09,2.83,5.66
3,27,2009,15,1,3.5,3.9,189,0.35877,-18.456,0.75998,0.06,2.83,5.66
3,27,2009,15,4,1.85,2.45,239,0.50125,-12.421,0.59012,0.7,2.83,5.66
3,27,2009,16,0,1.9,2.6,207,0.48225,-152.98,0.45393,0.07,2.83,5.66
3,27,2009,17,0,1.7,1.8,205,0.23126,-120.66,0.25534,0.22,2.83,5.66
3,27,2009,17,1,0.85,1.25,162,0.72951,-22.572,0.33275,0.05,2.83,5.66
3,28,2009,8,5,4.6,5.5,262,0.10862,-327,0.57638,0.32,2.83,5.66
3,28,2009,9,2,3.35,3.8,254,0.02615,-112.07,0.29834,0.35,2.83,5.66
3,28,2009,9,4,2,2.75,303,0.63257,-14.216,0.74066,0.15,2.83,5.66
3,28,2009,10,0,1.75,2.1,282,0.58954,-21.684,0.50962,0.15,2.83,5.66
3,28,2009,10,2,1.75,2.75,302,0.91854,-514.4,0.62685,0.54,2.83,5.66
3,28,2009,10,5,2.7,2.95,300,0.29919,-6.5023,0.65237,0.54,2.83,5.66
3,28,2009,11,3,5.85,6.55,230,0.047557,-11.308,0.66883,0.44,2.83,5.66
3,28,2009,12,0,4.95,5.75,255,0.077544,-40.149,0.59828,0.45,2.83,5.66
3,28,2009,12,2,4.4,5.15,247,0.12553,-19.776,0.64795,0.34,2.83,5.66
3,28,2009,12,3,3.5,4.5,260,0.35134,-2.0134,1.6473,0.53,2.83,5.66
3,28,2009,12,4,5.55,6.35,282,0.14861,-0.77183,1.9332,0.17,2.83,5.66
3,28,2009,12,5,4.05,4.55,299,0.031315,-47.817,0.38058,0.02,2.83,5.66
3,28,2009,13,4,2.5,3.3,274,0.49916,-19.828,0.71909,0.65,2.83,5.66
3,28,2009,14,3,2.8,3.7,254,0.38231,-108.8,0.59823,0.42,2.83,5.66
3,28,2009,15,2,2.45,3.6,278,0.74143,-111.67,0.78145,0.06,2.83,5.66
3,28,2009,15,3,4.55,5.55,315,0.53057,-19.191,1.2829,0.15,2.83,5.66
3,28,2009,16,2,6.3,7.4,255,0.10736,-71.258,0.8085,0.68,2.83,5.66
3,29,2009,10,0,4.75,5.3,339,0.24084,-43.121,0.78673,0.4,2.83,5.66
3,29,2009,10,2,4.95,6.2,302,0.28765,-43.43,0.95548,0.28,2.83,5.66
3,29,2009,10,4,4.85,6,319,0.23133,-154.84,0.79433,0.34,2.83,5.66
3,29,2009,11,1,2.55,3.25,296,0.40981,-9.8134,0.7385,0.23,2.83,5.66
3,29,2009,11,4,3.8,4.4,308,0.12172,-9.188,0.60383,0.25,2.83,5.66
3,29,2009,11,5,1.7,2.05,286,0.1606,-41.381,0.26093,0.42,2.83,5.66
3,29,2009,12,1,4.8,5.1,275,0.066502,-2.6614,0.7171,0.5,2.83,5.66
3,29,2009,12,2,2.55,2.75,267,0.080694,-0.67626,0.60823,0.1,2.83,5.66
3,29,2009,12,5,3.25,3.45,321,0.051805,-0.92958,0.56248,0.27,2.83,5.66
3,29,2009,13,1,1.3,1.4,52,1.307,-34.095,0.65364,0.12,2.83,5.66
3,29,2009,13,3,0.75,1.85,273,1.7575,-74.623,0.78669,0.51,2.83,5.66
3,29,2009,13,4,3.65,4.5,332,0.30976,-10.12,0.87949,0,2.83,5.66
3,29,2009,14,0,0.4,0.65,277,1.8849,-25.149,0.50277,0.28,2.83,5.66
3,29,2009,14,1,3.8,4.4,255,0.12849,-6.612,0.64867,0.27,2.83,5.66
3,29,2009,14,4,3.6,3.75,321,0.023687,-0.64798,0.50504,0.63,2.83,5.66
3,29,2009,14,5,2.1,2.5,271,0.12889,-37.845,0.30087,0.55,2.83,5.66
3,29,2009,15,0,4,4.95,326,0.29665,-21.469,0.83561,0.15,2.83,5.66
3,29,2009,15,1,2.25,2.55,317,0.10269,-0.89757,0.57128,0.32,2.83,5.66
3,29,2009,15,2,5.2,5.7,293,0.30063,-39.973,0.93926,0.44,2.83,5.66
3,29,2009,15,3,2.15,3.65,258,1.1619,-89.544,1.0617,0.34,2.83,5.66
3,29,2009,15,4,2.65,3.4,311,0.31061,-87.609,0.51298,0.48,2.83,5.66
3,29,2009,15,5,3.35,4.1,266,0.21927,-26.905,0.60143,0.33,2.83,5.66
3,29,2009,16,1,1.2,2.05,265,1.1068,-144.68,0.55523,0.12,2.83,5.66
3,29,2009,17,0,3.2,3.8,312,0.22329,-13.427,0.61337,0.04,2.83,5.66
3,30,2009,8,5,2.3,2.55,47,0.16124,-2.2589,0.53715,0.19,2.83,5.66
3,30,2009,9,3,2.25,3.15,20,0.50883,-2.5415,1.4566,0.32,2.83,5.66
3,30,2009,9,4,3.8,4.2,53,0.057629,-2.5683,0.55959,0.01,2.83,5.66
3,30,2009,9,5,3.3,4.2,41,0.39274,-32.06,0.75825,0.64,2.83,5.66
3,30,2009,10,1,2.3,2.75,75,0.18378,-0.93397,0.8854,0.41,2.83,5.66
3,30,2009,11,4,1.9,2.35,341,0.41122,-2.8825,0.83071,0.22,2.83,5.66
3,30,2009,12,2,2.7,4.1,47,1.268,-24.692,1.7063,0.1,2.83,5.66
3,30,2009,12,3,3.05,3.35,331,0.023783,-8.0057,0.30241,0.1,2.83,5.66
3,30,2009,13,2,1.95,1.85,117,298.41,-2.1976,-0.13589,0.66,2.83,5.66
3,30,2009,13,3,2.8,4,56,0.60163,-140.14,0.78719,0.46,2.83,5.66
3,30,2009,14,0,2.4,2.5,48,0.65866,-38.679,0.6436,0.14,2.83,5.66
3,30,2009,14,1,2,2.2,74,0.2809,-6.4202,0.46957,0.16,2.83,5.66
3,30,2009,14,2,1.3,1.65,147,0.31378,-29.458,0.27499,0.35,2.83,5.66
3,30,2009,14,4,1.6,2.05,21,0.48142,-10.155,0.50827,0.13,2.83,5.66
3,30,2009,15,0,0.8,1.4,252,0.62199,-2.2975,0.90943,0.01,2.83,5.66
3,30,2009,15,2,1.85,2.35,18,0.31564,-24.648,0.40327,0.44,2.83,5.66
3,30,2009,15,3,1.4,2,2,0.78554,-23.98,0.55077,0.36,2.83,5.66
3,30,2009,15,4,1.95,3.05,10,0.8492,-219.86,0.69328,0.55,2.83,5.66
3,30,2009,16,1,1.45,2.1,31,1.06,-14.164,0.88613,0.02,2.83,5.66
3,30,2009,16,2,0.7,1.65,16,1.7549,-76.145,0.69691,0.05,2.83,5.66
3,31,2009,9,0,3.1,4.35,51,0.62215,-297.78,0.82445,0.69,2.83,5.66
3,31,2009,9,1,2.45,3.15,39,0.29159,-191.96,0.45767,0.64,2.83,5.66
3,31,2009,9,3,3,3.8,49,0.37936,-14.377,0.76423,0.61,2.83,5.66
3,31,2009,9,5,2.1,2.55,44,0.18934,-48.749,0.33671,0.12,2.83,5.66
3,31,2009,10,0,2.55,3.65,52,0.71696,-10686,0.7162,0.41,2.83,5.66
3,31,2009,10,1,2.25,3.2,52,0.59484,-213.93,0.60402,0.39,2.83,5.66
3,31,2009,10,2,4.05,4.55,86,0.04021,-27.188,0.41442,0.05,2.83,5.66
3,31,2009,10,3,3.9,4.4,58,0.04812,-47.775,0.40344,0.16,2.83,5.66
3,31,2009,11,0,3.05,3.8,35,0.20057,-141,0.48755,0.69,2.83,5.66
3,31,2009,11,2,3.2,3.95,45,0.31854,-5.6855,0.89956,0.22,2.83,5.66
3,31,2009,11,4,3,4.3,56,0.75806,-42.493,1.0447,0.05,2.83,5.66
3,31,2009,12,0,3.05,3.5,12,0.11641,-11.047,0.46088,0.56,2.83,5.66
3,31,2009,12,2,2.35,2.6,26,0.23815,-3.0513,0.62278,0.27,2.83,5.66
3,31,2009,13,2,1.75,2.1,47,0.12108,-96.758,0.23646,0.39,2.83,5.66
3,31,2009,14,1,4.35,5.8,10,0.60147,-19.411,1.4121,0.13,2.83,5.66
3,31,2009,14,2,2.9,3.45,46,0.11045,-70.039,0.38181,0.46,2.83,5.66
3,31,2009,14,3,4.25,5.5,9,0.31455,-111.75,0.82656,0.56,2.83,5.66
3,31,2009,14,4,1.15,1.95,27,1.0511,-179.97,0.51336,0.58,2.83,5.66
3,31,2009,16,1,3,4.1,7,0.46893,-1858.7,0.67234,0.69,2.83,5.66
4,1,2009,11,3,1.95,2.05,20,0.49359,-16.806,0.50294,0.53,2.83,5.66
4,1,2009,13,3,3.55,3.85,325,0.39392,-40.783,0.71935,0.15,2.83,5.66
4,1,2009,13,5,3.4,4.1,316,0.11894,-177.53,0.45036,0.45,2.83,5.66
4,1,2009,15,2,4.85,5.9,316,0.1844,-101.33,0.73987,0.36,2.83,5.66
4,2,2009,9,2,0.45,1.05,357,1.8357,-186.85,0.41212,0.47,2.83,5.66
4,2,2009,10,0,1.15,1.25,178,0.8517,-9.5479,0.55929,0.29,2.83,5.66
4,2,2009,12,3,0.85,1.3,47,0.84268,-12.57,0.44891,0.64,2.83,5.66
4,3,2009,11,1,1.7,3.5,12,1.4559,-1909.4,1.0915,0.01,2.83,5.66
4,3,2009,11,2,1.75,2.25,318,0.39648,-9.1705,0.51046,0.58,2.83,5.66
4,3,2009,11,4,2.75,2.75,344,0.4401,-1.7452,1.7127,0.58,2.83,5.66
4,3,2009,11,5,3.5,4,299,0.061743,-25.019,0.40594,0.33,2.83,5.66
