mm,day,yyyy,HH_UTC,MM,umean1,umean,wind_dir,z0,ol,u_star,sigma_v,Zm_1,Zm_2
5,16,2009,12,3,4.6,4.65,224,0.00085575,-1.4258,0.27831,0.14,2.83,5.66
5,16,2009,12,5,6.75,7.05,233,0.034673,-5.1217,0.74053,0.39,2.83,5.66
5,16,2009,13,1,4,4.3,220,0.014975,-2.886,0.39256,0.65,2.83,5.66
5,16,2009,13,3,4.3,4.45,195,0.00097953,-0.50433,0.30022,0.69,2.83,5.66
5,16,2009,13,4,4.5,4.85,227,0.0072074,-9.4097,0.34184,0.4,2.83,5.66
5,16,2009,14,2,5.25,5.85,248,0.07411,-0.43907,1.4552,0.22,2.83,5.66
5,16,2009,14,4,4.95,5.3,242,0.046624,-19.804,0.51774,0.36,2.83,5.66
5,16,2009,14,5,6.85,7.2,229,0.0336,-1.6503,0.89004,0.21,2.83,5.66
5,16,2009,15,3,3.85,3.9,227,0.56572,-139.04,0.8426,0.13,2.83,5.66
5,16,2009,15,4,4.7,4.65,153,7.2616,-41.835,-2.2463,0.21,2.83,5.66
5,16,2009,15,5,3.25,4.05,207,0.36056,-10.211,0.85203,0.31,2.83,5.66
5,16,2009,16,1,4.65,5.05,213,0.1573,-3.6282,0.93104,0.2,2.83,5.66
5,16,2009,16,2,3.25,3.7,197,0.054683,-23.424,0.36686,0.05,2.83,5.66
5,16,2009,16,3,3.15,2.9,192,705.44,-16.679,-0.21852,0.31,2.83,5.66
5,16,2009,16,4,2.95,3.15,193,0.0073819,-5.7911,0.23167,0.34,2.83,5.66
5,16,2009,17,1,6.7,7.35,251,0.063124,-3.7009,0.94518,0.59,2.83,5.66
5,17,2009,9,5,3.85,4.85,183,0.22394,-2472.4,0.61307,0.57,2.83,5.66
5,17,2009,10,1,4.7,5.2,247,0.01406,-39.433,0.37746,0.33,2.83,5.66
5,17,2009,10,3,5.2,5.6,214,0.002774,-46.715,0.31362,0,2.83,5.66
5,17,2009,11,0,5.7,6.45,194,0.021408,-149.57,0.48487,0.24,2.83,5.66
5,17,2009,11,1,6.2,7,243,0.19333,-2.9364,1.4918,0.03,2.83,5.66
5,17,2009,11,2,6.75,8,207,0.12232,-137.59,0.8816,0.61,2.83,5.66
5,17,2009,11,3,5.45,5.6,204,0.080889,-16.583,0.65898,0.11,2.83,5.66
5,17,2009,11,4,6.1,6.6,216,0.16705,-197.96,0.81627,0.37,2.83,5.66
5,17,2009,12,1,6.2,6.85,202,0.021173,-34.304,0.53903,0.4,2.83,5.66
5,17,2009,12,3,6.45,7.2,244,0.16458,-5.7014,1.2111,0.69,2.83,5.66
5,17,2009,13,2,5.05,5.1,180,1.6825,-111.57,2.7445,0.26,2.83,5.66
5,17,2009,13,4,5.6,6.1,231,0.10843,-1.7768,1.1379,0.29,2.83,5.66
5,17,2009,13,5,5.1,5.8,234,0.12956,-4.4503,0.9246,0.34,2.83,5.66
5,17,2009,14,2,5.1,4.95,238,2880.5,-1.1348,-0.24586,0.14,2.83,5.66
5,17,2009,14,3,5.35,6.2,199,0.049833,-152.5,0.55474,0.02,2.83,5.66
5,17,2009,14,4,4.3,5.55,234,0.44411,-4.7746,1.6539,0.04,2.83,5.66
5,17,2009,14,5,4,4.15,194,0.065017,-36.923,0.43009,0.43,2.83,5.66
5,17,2009,15,0,2.6,2.7,220,0.11154,-5.7678,0.40209,0.51,2.83,5.66
5,17,2009,15,3,3.4,3.8,243,0.030554,-42.093,0.31817,0.65,2.83,5.66
5,17,2009,15,4,4.5,6.2,242,0.47793,-232.91,1.0697,0.49,2.83,5.66
5,17,2009,15,5,3.9,4.9,224,0.22868,-184.21,0.64442,0.14,2.83,5.66
5,17,2009,16,1,3.4,3.6,232,0.065406,-14.73,0.39605,0.37,2.83,5.66
5,17,2009,16,2,2.7,3,219,0.013908,-80.406,0.2115,0.24,2.83,5.66
5,17,2009,16,4,4.85,5.15,228,0.0096839,-3.0111,0.42642,0.21,2.83,5.66
5,17,2009,17,0,4.8,5.45,238,0.090471,-10.712,0.66645,0.42,2.83,5.66
5,17,2009,17,2,4.5,4.95,223,0.066884,-2.4884,0.69828,0.09,2.83,5.66
5,17,2009,17,3,2.6,3.1,228,0.22909,-9.581,0.53513,0.62,2.83,5.66
5,18,2009,8,4,4,4.6,229,0.029698,-925.98,0.36093,0.56,2.83,5.66
5,18,2009,8,5,3.95,4.4,228,0.035426,-26.905,0.39001,0.44,2.83,5.66
5,18,2009,9,0,4,4.95,222,0.28514,-30.44,0.78763,0.16,2.83,5.66
5,18,2009,10,1,4.55,5.25,239,0.05765,-53.585,0.50137,0.02,2.83,5.66
5,18,2009,10,3,3.4,4.05,232,0.34538,-4.7447,1.0321,0.21,2.83,5.66
5,18,2009,11,0,3.9,4.05,140,0.001009,-0.97637,0.25509,0.61,2.83,5.66
5,18,2009,11,1,5.35,7,187,0.4541,-57.593,1.2649,0.68,2.83,5.66
5,18,2009,11,4,4.8,5.2,264,0.1037,-4.759,0.76252,0.61,2.83,5.66
5,18,2009,11,5,6.25,6.9,244,0.010583,-77.855,0.46496,0.31,2.83,5.66
5,18,2009,12,2,2.75,3.1,252,0.23651,-2.1071,0.83929,0.36,2.83,5.66
5,18,2009,12,5,3.1,3.9,183,0.24053,-117.18,0.53906,0.17,2.83,5.66
5,18,2009,13,2,4.55,4.75,228,0.0017979,-1.6815,0.30975,0.41,2.83,5.66
5,18,2009,13,3,5.25,5.65,231,0.0053284,-12.85,0.37035,0.69,2.83,5.66
5,18,2009,14,5,5.2,5.85,221,0.022025,-85.805,0.4473,0.11,2.83,5.66
5,18,2009,15,0,5.05,5.55,234,0.06737,-1.0953,0.95473,0.34,2.83,5.66
5,19,2009,8,3,4.6,4.7,225,1.8905,-50642,2.4447,0.13,2.83,5.66
5,19,2009,8,4,5.3,6,225,0.035634,-80.375,0.50445,0.13,2.83,5.66
5,19,2009,9,0,5.25,5.55,231,0.1276,-110.74,0.65133,0.01,2.83,5.66
5,19,2009,9,2,4.9,5.05,250,0.0030176,-3.5179,0.33586,0.65,2.83,5.66
5,19,2009,11,1,4.1,4.35,229,0.10083,-18.071,0.53175,0.48,2.83,5.66
5,19,2009,11,5,4.4,4.65,215,0.035137,-1.5255,0.59032,0.47,2.83,5.66
5,19,2009,12,1,3.8,4.45,235,0.17791,-4.3766,0.81153,0.01,2.83,5.66
5,19,2009,12,2,2.4,2.7,161,0.054715,-12.778,0.28194,0.17,2.83,5.66
5,19,2009,12,3,2.95,3.55,219,0.2279,-1.4256,1.0894,0.29,2.83,5.66
5,19,2009,12,4,5.3,5.6,268,0.052353,-1.9221,0.7749,0.08,2.83,5.66
5,19,2009,13,1,5.55,6.05,229,0.053554,-0.84592,1.0172,0.65,2.83,5.66
5,19,2009,13,2,5.6,6.2,247,0.071646,-2.201,0.91883,0.15,2.83,5.66
5,19,2009,14,0,4.5,4.65,188,0.2741,-27.169,0.79567,0.43,2.83,5.66
5,19,2009,14,2,3.85,4.65,224,0.14068,-79.081,0.55078,0.61,2.83,5.66
5,19,2009,14,3,2.5,2.95,250,0.13421,-0.52522,1.0204,0.62,2.83,5.66
5,19,2009,14,4,3.9,4,237,0.032981,-4.3821,0.42748,0.53,2.83,5.66
5,19,2009,15,1,4.35,5.4,186,0.31979,-40.465,0.87258,0.22,2.83,5.66
5,19,2009,15,2,4.6,5.15,233,0.064462,-7.0048,0.60322,0.18,2.83,5.66
5,19,2009,15,5,5.15,4.9,241,103.85,-601.8,-0.61166,0.57,2.83,5.66
5,19,2009,16,0,2.8,3.15,176,0.097019,-0.97839,0.66412,0.61,2.83,5.66
5,19,2009,17,0,4.05,4.2,196,0.15869,-67.262,0.5454,0.05,2.83,5.66
5,20,2009,8,2,1.35,1.85,193,0.44725,-617.49,0.30317,0.26,2.83,5.66
5,20,2009,9,4,5.6,6.3,252,0.089561,-9.6811,0.7788,0.63,2.83,5.66
5,20,2009,12,0,2.85,3.3,209,0.15285,-3.115,0.61134,0.48,2.83,5.66
5,20,2009,12,1,3.35,3.75,170,0.023314,-47.187,0.29631,0.36,2.83,5.66
5,20,2009,12,3,5.8,6.4,197,0.062852,-3.0995,0.84704,0.34,2.83,5.66
5,20,2009,13,0,5.55,6.9,233,0.22221,-98.923,0.92016,0.51,2.83,5.66
5,20,2009,13,1,6.65,6.8,192,0.4739,-200.58,1.3097,0.02,2.83,5.66
5,20,2009,13,2,5.25,5.65,238,0.031678,-1.5218,0.69092,0.37,2.83,5.66
5,20,2009,13,5,5.5,6.1,227,0.017179,-30.837,0.46602,0.35,2.83,5.66
5,20,2009,14,0,6.2,6.95,242,0.011959,-7386.6,0.46103,0.15,2.83,5.66
5,20,2009,14,5,3.45,3.1,226,22.375,-10.998,-0.57904,0.49,2.83,5.66
5,20,2009,15,0,3.25,3.55,178,0.099761,-1.0356,0.75119,0,2.83,5.66
5,20,2009,15,2,5.95,6.9,236,0.042435,-611.51,0.5807,0.34,2.83,5.66
5,20,2009,16,1,2.95,3.65,197,0.24802,-35.674,0.54296,0.5,2.83,5.66
5,20,2009,16,3,4.9,5.25,210,0.021528,-2.3451,0.53729,0.6,2.83,5.66
5,20,2009,17,1,2.05,2.65,200,0.32786,-91.067,0.40733,0.29,2.83,5.66
5,21,2009,8,5,1.35,1.75,271,0.38979,-2.6963,0.60226,0.51,2.83,5.66
5,21,2009,9,4,1.8,1.8,257,3.5999,-268.36,15.471,0.61,2.83,5.66
5,21,2009,10,0,2.5,2.9,225,0.13562,-11.654,0.39854,0.19,2.83,5.66
5,21,2009,10,3,1.45,1.65,292,0.22099,-1.3855,0.5103,0.29,2.83,5.66
5,21,2009,10,5,1.9,2.15,357,0.095333,-0.85607,0.4707,0.12,2.83,5.66
5,21,2009,11,1,2.95,3.5,264,0.15567,-18.815,0.47451,0.5,2.83,5.66
5,21,2009,11,3,0.35,0.95,329,1.7947,-77.307,0.41425,0.08,2.83,5.66
5,21,2009,11,5,2.05,2.6,268,0.28984,-44.334,0.40595,0.53,2.83,5.66
5,21,2009,12,0,3.2,3.35,235,0.024032,-3.521,0.33579,0.42,2.83,5.66
5,21,2009,13,0,1.05,1.55,249,0.71696,-32.94,0.38426,0.57,2.83,5.66
5,21,2009,13,2,0.7,1.75,297,1.871,-346.33,0.67098,0.27,2.83,5.66
5,21,2009,13,3,3.75,4.4,264,0.14765,-13.649,0.60926,0.17,2.83,5.66
5,21,2009,13,4,4,3.95,210,22.744,-360.3,-0.89668,0.45,2.83,5.66
5,21,2009,14,0,3.2,3.6,316,0.083758,-4.7275,0.48517,0.06,2.83,5.66
5,21,2009,14,1,2.15,3.05,250,0.68874,-66.782,0.66454,0.23,2.83,5.66
5,21,2009,14,5,3,3.8,260,0.29552,-34.512,0.61032,0.05,2.83,5.66
5,21,2009,15,3,3.3,3.65,283,0.021631,-17.601,0.30125,0.07,2.83,5.66
5,21,2009,15,5,2.15,2.7,273,0.28031,-45.642,0.41073,0.66,2.83,5.66
5,21,2009,16,0,1.35,1.85,237,0.4415,-1238.5,0.29954,0.52,2.83,5.66
5,21,2009,16,1,1.65,2.65,304,0.98563,-21.116,0.88872,0.61,2.83,5.66
5,21,2009,16,2,3.5,4,238,0.12845,-2.499,0.72592,0.57,2.83,5.66
5,21,2009,16,5,3.75,4.7,236,0.1933,-2503.7,0.57869,0.3,2.83,5.66
5,21,2009,17,0,2.55,2.95,281,0.042374,-356.55,0.25197,0.62,2.83,5.66
5,21,2009,17,3,3.15,3.65,260,0.11105,-17.546,0.44796,0.4,2.83,5.66
5,21,2009,18,1,2.7,2.95,224,0.033985,-5.7491,0.2991,0.42,2.83,5.66
5,22,2009,8,4,2.8,3.35,213,0.19526,-1.032,1.0737,0.07,2.83,5.66
5,22,2009,8,5,3.6,4.2,240,0.046349,-1116,0.35993,0.58,2.83,5.66
5,22,2009,9,0,4.6,5.1,239,0.06807,-2.8287,0.70486,0.68,2.83,5.66
5,22,2009,9,4,5.75,6.55,261,0.081051,-27.929,0.70521,0.37,2.83,5.66
5,22,2009,9,5,2.95,3.65,303,0.31861,-20.547,0.63892,0.14,2.83,5.66
5,22,2009,10,4,2.65,3.75,286,0.63297,-179.31,0.73072,0.02,2.83,5.66
5,22,2009,10,5,3.5,4.75,282,0.52267,-35.668,0.96867,0.66,2.83,5.66
5,22,2009,11,0,4.1,4.6,268,0.024422,-48.639,0.36645,0.31,2.83,5.66
5,22,2009,11,2,5.4,5.6,242,0.26663,-17.959,0.99444,0.24,2.83,5.66
5,22,2009,11,4,2.2,2.5,276,0.097113,-3.4178,0.37721,0.65,2.83,5.66
5,22,2009,12,1,2.7,3.4,318,0.23444,-151.11,0.45433,0.17,2.83,5.66
5,22,2009,12,3,1.9,2.6,310,0.56427,-11.695,0.68388,0.03,2.83,5.66
5,22,2009,12,4,2.85,3.9,270,0.55132,-133.3,0.7232,0.05,2.83,5.66
5,22,2009,13,2,3.75,4.3,202,0.13982,-4.4955,0.7045,0.66,2.83,5.66
5,22,2009,13,3,3.95,4.2,267,0.004553,-4.3278,0.29177,0.22,2.83,5.66
5,22,2009,13,4,3.15,4.05,297,0.30175,-89.639,0.6075,0.42,2.83,5.66
5,22,2009,14,0,1.85,2.65,325,0.68282,-8.3794,0.88847,0.26,2.83,5.66
5,22,2009,14,1,4.25,5.5,284,0.41871,-57.799,0.95926,0.29,2.83,5.66
5,22,2009,14,2,3.1,3.5,283,0.088148,-5.7232,0.46457,0.35,2.83,5.66
5,22,2009,14,5,3.7,4.3,289,0.11086,-18.516,0.5247,0.1,2.83,5.66
5,22,2009,15,0,1.7,2.15,301,0.43599,-8.1572,0.53241,0.14,2.83,5.66
5,22,2009,15,2,1.7,2.45,256,0.3622,-1.0564,1.4862,0.1,2.83,5.66
5,22,2009,15,3,2.6,3,288,0.14021,-3.7391,0.51219,0.11,2.83,5.66
5,22,2009,15,4,3.7,3.95,283,0.69188,-92.584,0.93732,0.31,2.83,5.66
5,22,2009,15,5,1.95,2.3,227,0.17679,-8.6749,0.36404,0.37,2.83,5.66
5,22,2009,16,1,2.25,2.35,214,0.38208,-10.391,0.54996,0.66,2.83,5.66
5,22,2009,16,3,1.4,2.05,220,0.66646,-164.54,0.4181,0.25,2.83,5.66
5,22,2009,16,4,1.4,1.7,172,0.24131,-7.955,0.31142,0.65,2.83,5.66
5,22,2009,17,2,3.2,3.4,217,0.045842,-92.583,0.307,0.49,2.83,5.66
5,23,2009,8,3,3.2,2.95,225,4.419,-1.0275,-0.64994,0.39,2.83,5.66
5,23,2009,8,4,3.35,3.7,227,0.023016,-21.424,0.30437,0.16,2.83,5.66
5,23,2009,9,3,2.7,3.25,260,0.18243,-18.509,0.46757,0.24,2.83,5.66
5,23,2009,10,3,2.7,3.5,286,0.39951,-15.23,0.71613,0.31,2.83,5.66
5,23,2009,11,3,4.1,4.4,208,0.010869,-4.2144,0.35924,0.5,2.83,5.66
5,23,2009,12,5,3.15,3.15,183,5.3285,-9.7526,-1.3055,0.06,2.83,5.66
5,23,2009,13,2,4.4,4.75,236,0.072753,-1.4302,0.78996,0.44,2.83,5.66
5,23,2009,13,5,1.55,1.9,172,0.18255,-67.798,0.24564,0.16,2.83,5.66
5,23,2009,14,2,2.1,2.8,175,0.39267,-152.89,0.45501,0.41,2.83,5.66
5,23,2009,14,3,4.55,4.95,230,0.014807,-8.9148,0.39965,0.61,2.83,5.66
5,23,2009,15,0,0.45,1.2,116,1.8711,-198.83,0.4811,0.34,2.83,5.66
5,23,2009,15,2,2.9,2.95,218,0.0094991,-1.7627,0.26446,0.55,2.83,5.66
5,23,2009,16,4,2.85,3.1,220,0.018718,-5.6066,0.27499,0.19,2.83,5.66
5,23,2009,17,3,4.6,4.95,163,0.0010037,-78.46,0.24075,0.64,2.83,5.66
5,24,2009,7,5,3.5,4,197,0.035667,-116.72,0.33307,0.22,2.83,5.66
5,24,2009,9,0,4.45,4.65,248,0.020227,-1.2858,0.51963,0.61,2.83,5.66
5,24,2009,13,2,2.5,3.3,279,0.32751,-2236.4,0.47659,0.57,2.83,5.66
5,24,2009,13,4,4,4.25,238,0.134,-5.6835,0.67195,0.04,2.83,5.66
5,24,2009,14,1,2.9,3.05,244,0.041982,-1.3507,0.4219,0.35,2.83,5.66
5,24,2009,14,4,2.95,3.45,268,0.15443,-7.8369,0.52802,0.05,2.83,5.66
5,24,2009,14,5,4.85,4.85,233,1.8968,-39.652,4.3232,0.27,2.83,5.66
5,24,2009,15,0,4.35,4.5,153,0.027007,-4.8092,0.44926,0.19,2.83,5.66
5,24,2009,15,1,4.8,5.25,249,0.027312,-5.4177,0.50874,0.31,2.83,5.66
5,24,2009,15,3,2.6,2.55,246,8.5261,-108.66,-1.2301,0.15,2.83,5.66
5,24,2009,15,5,4.7,5.2,186,0.063265,-3.126,0.68842,0.63,2.83,5.66
5,24,2009,16,1,3.4,3.85,229,0.066176,-12.913,0.42201,0.18,2.83,5.66
5,24,2009,16,2,3.25,3.35,211,1.3802,-141.14,1.3545,0.16,2.83,5.66
5,25,2009,8,5,4.4,4.6,243,0.022268,-15.936,0.39026,0.27,2.83,5.66
5,25,2009,9,2,2,2.5,222,0.35109,-26.953,0.43956,0.41,2.83,5.66
5,25,2009,9,5,4.25,4.9,231,0.0818,-31.616,0.52383,0.17,2.83,5.66
5,25,2009,10,5,3.8,4.6,225,0.2591,-2.3155,1.249,0.03,2.83,5.66
5,25,2009,11,1,3,3.35,188,0.17015,-3.8911,0.62269,0.66,2.83,5.66
5,25,2009,11,2,5.35,5.55,225,0.13355,-55.053,0.68944,0.19,2.83,5.66
5,25,2009,11,3,5.15,6.5,267,0.31667,-47.472,1.0304,0.63,2.83,5.66
5,25,2009,12,1,5.75,6.2,212,0.020364,-3.6659,0.58844,0.06,2.83,5.66
5,25,2009,12,3,4.5,4.75,220,0.025723,-3.6097,0.481,0.6,2.83,5.66
5,25,2009,12,4,4.95,5,228,0.31955,-8.9938,1.1239,0.69,2.83,5.66
5,25,2009,13,4,2.5,3.45,195,0.55718,-4.9244,1.2124,0.07,2.83,5.66
5,25,2009,13,5,4.4,4.7,216,0.00066741,-58.812,0.21914,0.08,2.83,5.66
5,25,2009,14,3,3.5,3.85,193,0.1229,-3.5069,0.63789,0.35,2.83,5.66
5,25,2009,15,3,2.25,2.7,247,0.23856,-4.7068,0.55541,0.4,2.83,5.66
5,25,2009,15,5,3.35,4,236,0.19498,-12.802,0.61712,0.39,2.83,5.66
5,25,2009,16,2,4.95,5.25,173,0.0011505,-29.152,0.26658,0.63,2.83,5.66
5,25,2009,16,4,4.45,4.6,200,0.012258,-16.718,0.34751,0.46,2.83,5.66
5,25,2009,17,1,2.55,3.25,220,0.41276,-19.199,0.64684,0.07,2.83,5.66
5,25,2009,17,5,5.05,5.15,238,0.00088133,-2.3747,0.29493,0.41,2.83,5.66
5,26,2009,8,0,3.4,3.65,251,0.069298,-2.4035,0.52927,0.08,2.83,5.66
5,26,2009,8,4,6,6.55,231,0.05504,-2.5824,0.86016,0.49,2.83,5.66
5,26,2009,9,3,4.9,5.3,229,0.0766,-13.978,0.60675,0.16,2.83,5.66
5,26,2009,9,4,7.1,7.45,199,0.002849,-3.5373,0.48756,0.16,2.83,5.66
5,26,2009,10,2,4.6,5.45,229,0.16516,-19.22,0.7508,0.55,2.83,5.66
5,26,2009,10,5,5.05,5.5,252,0.11579,-3.5764,0.88875,0.55,2.83,5.66
5,26,2009,11,2,4.55,4.95,251,0.041841,-0.33939,0.99955,0.41,2.83,5.66
5,26,2009,11,3,5.85,6.3,231,0.0021113,-34.333,0.3443,0.37,2.83,5.66
5,26,2009,11,5,5.1,5.25,178,0.045163,-7.5215,0.56957,0.56,2.83,5.66
5,26,2009,12,0,6.15,6.75,190,0.020129,-18.551,0.54595,0.53,2.83,5.66
5,26,2009,12,1,3.55,4.05,196,0.1495,-0.74015,1.2681,0.57,2.83,5.66
5,26,2009,12,2,5.2,5.35,236,0.049568,-4.5178,0.63683,0.46,2.83,5.66
5,26,2009,12,5,3.75,3.9,186,0.23025,-18.725,0.64528,0.64,2.83,5.66
5,26,2009,13,0,5,5.75,196,0.060725,-55.236,0.55214,0.7,2.83,5.66
5,26,2009,13,1,4.1,4.75,239,0.052264,-108.01,0.43225,0.58,2.83,5.66
5,26,2009,13,2,4.3,5.15,202,0.10324,-262.64,0.53582,0.49,2.83,5.66
5,26,2009,13,3,4.7,5.7,204,0.21639,-27.016,0.82971,0.51,2.83,5.66
5,26,2009,13,4,5.9,6.55,197,0.10807,-0.8336,1.5638,0.51,2.83,5.66
5,26,2009,13,5,2.7,3.05,263,0.044697,-21.667,0.28991,0.08,2.83,5.66
5,26,2009,14,3,3.7,4.05,220,0.20954,-12.217,0.66415,0.5,2.83,5.66
5,26,2009,15,0,2.65,3.15,220,0.12726,-77.827,0.35897,0.42,2.83,5.66
5,26,2009,15,2,2.3,2.85,198,0.26818,-48.443,0.42371,0.4,2.83,5.66
5,26,2009,15,5,4,5.2,222,0.29706,-391.18,0.73723,0.29,2.83,5.66
5,26,2009,16,2,4.45,5.2,208,0.13756,-18.08,0.6794,0.18,2.83,5.66
5,26,2009,17,0,5.15,5.2,224,0.94833,-55.987,1.7106,0.64,2.83,5.66
5,26,2009,17,3,3.45,4.4,215,0.80531,-36.274,1.1735,0.29,2.83,5.66
5,26,2009,17,4,2.15,2.45,183,0.055394,-23.35,0.24427,0.27,2.83,5.66
5,27,2009,8,4,5.65,6.75,250,0.2608,-8.8813,1.2526,0.21,2.83,5.66
5,27,2009,9,3,2.2,2.75,188,0.20995,-156.94,0.35474,0.28,2.83,5.66
5,27,2009,9,4,4.5,5.05,239,0.24689,-11.925,0.88251,0.17,2.83,5.66
5,27,2009,9,5,2.9,3.4,241,0.1052,-32.349,0.38906,0.39,2.83,5.66
5,27,2009,10,0,4.25,4.7,201,0.1642,-2.6873,0.95033,0.25,2.83,5.66
5,27,2009,10,3,4.45,4.6,212,0.033047,-1.9959,0.5514,0.6,2.83,5.66
5,27,2009,11,1,3.25,3.75,242,0.14522,-0.5465,1.3666,0.6,2.83,5.66
5,27,2009,11,4,3,3.05,159,1.1391,-30.159,1.3316,0.4,2.83,5.66
5,27,2009,12,2,5.55,6.45,238,0.11484,-22.364,0.77984,0.38,2.83,5.66
5,27,2009,12,3,3.85,4.8,234,0.25644,-36.037,0.72385,0.04,2.83,5.66
5,27,2009,13,0,3.8,4.1,234,0.0013584,-110.24,0.20524,0.53,2.83,5.66
5,27,2009,13,1,4.05,4.9,255,0.22236,-11.649,0.80832,0.2,2.83,5.66
5,27,2009,13,4,2.6,3.6,182,0.49703,-208.49,0.63214,0.34,2.83,5.66
5,27,2009,14,1,4.85,5.55,237,0.070777,-21.845,0.58894,0.58,2.83,5.66
5,27,2009,14,2,5.6,6.2,202,0.15074,-4.6033,1.0533,0.07,2.83,5.66
5,27,2009,14,3,4.75,5.35,245,0.053237,-11.724,0.56069,0.4,2.83,5.66
5,27,2009,14,4,5.3,5.55,208,0.021614,-0.78554,0.69418,0.11,2.83,5.66
5,27,2009,14,5,6.05,6.45,223,0.043571,-0.7345,1.043,0.59,2.83,5.66
5,27,2009,15,0,4.15,4.45,257,0.019398,-2.8636,0.43151,0.48,2.83,5.66
5,27,2009,15,3,2.75,3.45,224,0.26419,-68.028,0.49815,0.19,2.83,5.66
5,27,2009,15,5,3.5,4.65,184,0.3557,-553.48,0.7034,0.57,2.83,5.66
5,27,2009,16,0,3.7,4.05,210,0.052104,-2.8418,0.51331,0.28,2.83,5.66
5,27,2009,16,2,3.9,4.5,157,0.088463,-23.15,0.50393,0.1,2.83,5.66
5,27,2009,16,3,3.45,4.45,180,0.37976,-2.1406,1.6944,0.34,2.83,5.66
5,27,2009,17,2,4.45,4.75,180,0.47807,-57.861,0.9542,0.26,2.83,5.66
5,28,2009,8,1,3.95,4.65,240,0.54773,-90.949,0.91595,0.02,2.83,5.66
5,28,2009,9,2,2.7,2.95,214,0.11971,-2.813,0.50991,0.54,2.83,5.66
5,28,2009,9,4,3.85,4.15,226,0.024674,-3.2262,0.41955,0.43,2.83,5.66
5,28,2009,10,1,4.2,4.45,216,0.011117,-1.323,0.42313,0.03,2.83,5.66
5,28,2009,10,2,4.15,4.25,150,0.07016,-29.705,0.45967,0.41,2.83,5.66
5,28,2009,10,3,2.7,3.3,214,0.12627,-3763.5,0.35642,0.56,2.83,5.66
5,28,2009,11,0,3.1,2.8,198,10.261,-372.39,-1.3169,0.69,2.83,5.66
5,28,2009,11,2,2.4,2.8,234,0.16277,-6.149,0.45715,0.64,2.83,5.66
5,28,2009,12,2,3,2.9,198,13.327,-2.5551,-0.48424,0.37,2.83,5.66
5,28,2009,12,3,2.95,3.8,208,0.43334,-20.798,0.76405,0.31,2.83,5.66
5,28,2009,12,5,2.3,2.55,220,0.14691,-1.3385,0.60935,0.46,2.83,5.66
5,28,2009,13,0,3.8,3.9,244,0.041153,-2.8302,0.47276,0.18,2.83,5.66
5,28,2009,13,3,4.55,4.75,149,0.020518,-0.8119,0.58148,0.24,2.83,5.66
5,28,2009,13,5,6.3,6.15,236,46.814,-0.5122,-0.53523,0.06,2.83,5.66
5,28,2009,14,0,4.45,4.8,213,0.0039034,-21.161,0.29291,0.6,2.83,5.66
5,28,2009,14,2,4.7,4.75,191,0.0011438,-0.90718,0.31067,0.09,2.83,5.66
5,28,2009,14,3,5.6,6.5,212,0.080644,-48.935,0.67308,0.62,2.83,5.66
5,28,2009,15,0,2.65,2.7,199,1.6149,-36.418,1.7604,0.3,2.83,5.66
5,28,2009,15,3,3.65,4.6,224,0.35731,-2.9094,1.4273,0.66,2.83,5.66
5,28,2009,15,4,3.45,3.95,220,0.10271,-8.5925,0.51762,0.13,2.83,5.66
5,28,2009,16,3,3.25,3.55,212,0.47207,-27.423,0.76082,0.26,2.83,5.66
5,29,2009,9,3,5.9,6.5,220,0.018895,-20.149,0.5166,0.52,2.83,5.66
5,29,2009,10,2,4,4.8,236,0.15973,-95.81,0.57796,0.09,2.83,5.66
5,29,2009,10,3,4.7,4.95,231,0.0025675,-4.9062,0.31003,0.17,2.83,5.66
5,29,2009,10,5,2.45,2.55,199,0.036413,-1.3328,0.33883,0.17,2.83,5.66
5,29,2009,11,0,7.5,8.4,245,0.17041,-42.701,1.1009,0.33,2.83,5.66
5,29,2009,11,1,4.15,4.95,224,0.12317,-56.976,0.5704,0.01,2.83,5.66
5,29,2009,11,2,4.3,4.75,203,0.070633,-0.77072,0.92821,0.25,2.83,5.66
5,29,2009,11,3,6.15,6.7,243,0.067978,-23.005,0.70734,0.19,2.83,5.66
5,29,2009,11,4,4.6,5.4,240,0.12178,-22.875,0.66394,0.64,2.83,5.66
5,29,2009,12,0,6.6,8.05,235,0.29601,-18.621,1.3865,0.24,2.83,5.66
5,29,2009,12,5,5.15,5.8,242,0.10682,-3.0805,0.92762,0.61,2.83,5.66
5,29,2009,13,0,6.45,6.95,228,0.036334,-1.3155,0.91298,0.15,2.83,5.66
5,29,2009,13,1,5.5,5.85,169,0.0030499,-6.7333,0.36767,0.18,2.83,5.66
5,29,2009,13,3,3.25,4.65,245,0.59503,-286.2,0.87199,0.18,2.83,5.66
5,29,2009,14,0,4,4.55,206,0.10308,-0.56024,1.2479,0.2,2.83,5.66
5,29,2009,14,1,5.85,7.2,227,0.272,-44.397,1.0841,0.59,2.83,5.66
5,29,2009,14,3,4.5,5.3,239,0.075248,-138.63,0.51965,0.44,2.83,5.66
5,29,2009,14,4,3,3.2,173,0.3512,-27.48,0.59805,0.35,2.83,5.66
5,29,2009,15,0,3.5,4.45,282,0.38021,-20.355,0.84364,0.55,2.83,5.66
5,29,2009,15,3,3.05,3.15,224,0.017458,-1.375,0.33629,0.52,2.83,5.66
